"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,2,2,0,1,1.0775908510737,0.961168781237985,1.05646161924561,2335,5092,2.90903009667128,1.11300176576583,2.92193104071142,0.0355434456851411,0.0145583508701569,0.058956095606968
"2",1,3,3,0,1,1.40592489914892,0.830007266230144,1.28086414786605,NA,NA,NA,NA,NA,NA,NA,NA
"3",1,4,1,1,1,1.08474684009915,2.09867443891096,1.56948225335321,NA,NA,NA,NA,NA,NA,NA,NA
"4",1,5,5,0,0,1.11018140332987,0.329347541935205,0.637119887642138,NA,NA,NA,NA,NA,NA,NA,NA
"5",1,6,6,0,1,2.1138863190626,0.71653674592278,1.78937292443911,NA,NA,NA,NA,NA,NA,NA,NA
"6",1,7,7,0,1,1.43895121814196,0.718562290484075,1.21977094029695,NA,NA,NA,NA,NA,NA,NA,NA
"7",1,8,8,0,1,2.27379028860641,0.657099806714161,1.84317290245134,NA,NA,NA,NA,NA,NA,NA,NA
"8",1,9,9,1,1,3.60100789550086,1.97608525161123,5.90783895813619,NA,NA,NA,NA,NA,NA,NA,NA
"9",1,10,10,1,1,4.86617697292203,3.07391039139525,6.75733214165904,NA,NA,NA,NA,NA,NA,NA,NA
"10",1,11,11,1,1,3.34635588725204,1.23102792341114,3.71283866967503,NA,NA,NA,NA,NA,NA,NA,NA
"11",1,12,12,1,1,1.7009108208034,1.13024048545828,1.80828539289829,NA,NA,NA,NA,NA,NA,NA,NA
"12",1,13,13,1,1,2.94291332920424,1.47291539587689,4.27401257959934,NA,NA,NA,NA,NA,NA,NA,NA
"13",1,14,14,1,1,2.55908341027934,1.53695519569762,3.64895935649588,NA,NA,NA,NA,NA,NA,NA,NA
"14",1,15,15,0,1,2.74034402321115,0.835243892146914,2.50444640323392,NA,NA,NA,NA,NA,NA,NA,NA
"15",1,16,16,1,1,4.88279186196432,1.39648869777583,5.7701476292101,NA,NA,NA,NA,NA,NA,NA,NA
"16",1,17,17,1,1,2.64614786456429,1.48138351583533,3.22068212153765,NA,NA,NA,NA,NA,NA,NA,NA
"17",1,18,1,0,1,1.66105742852745,0.429123501893832,1.08811750853957,NA,NA,NA,NA,NA,NA,NA,NA
"18",1,19,1,0,0,1.93836038324505,0.394717071409226,0.437943404373377,NA,NA,NA,NA,NA,NA,NA,NA
"19",1,20,1,0,0,1.3162244185718,0.397869822485207,0.830233863567067,NA,NA,NA,NA,NA,NA,NA,NA
"20",1,21,1,0,1,1.5476666111273,0.762438705402295,1.35053236808726,NA,NA,NA,NA,NA,NA,NA,NA
"21",1,22,22,1,1,1.30665432601215,2.99271707376539,2.7125610494101,NA,NA,NA,NA,NA,NA,NA,NA
"22",1,23,23,1,1,1.44161681062609,1.46397269525907,1.74428050294684,NA,NA,NA,NA,NA,NA,NA,NA
"23",1,24,24,1,1,2.14475913839727,1.41463208791933,2.55094020994016,NA,NA,NA,NA,NA,NA,NA,NA
"24",1,25,25,1,1,1.57983049303278,1.21171147622946,1.74357866124145,NA,NA,NA,NA,NA,NA,NA,NA
"25",1,26,26,0,1,1.1939477972467,0.894385848027609,1.12914001434386,NA,NA,NA,NA,NA,NA,NA,NA
"26",1,27,27,1,1,1.62988507302197,1.35053076414805,1.89412756096534,NA,NA,NA,NA,NA,NA,NA,NA
"27",1,28,1,0,0,1.23531934970082,0.578152859504132,0.939291913577332,NA,NA,NA,NA,NA,NA,NA,NA
"28",1,29,1,0,1,2.61317555380672,0.557688903061224,1.95148216934851,NA,NA,NA,NA,NA,NA,NA,NA
"29",1,30,1,0,1,1.52191344151667,0.633090461538461,1.21928007785441,NA,NA,NA,NA,NA,NA,NA,NA
"30",1,31,1,0,1,1.7231809799467,0.536805524861878,1.26935390069564,NA,NA,NA,NA,NA,NA,NA,NA
"31",1,32,1,0,1,2.04999116469114,0.519890725326992,1.47811431851962,NA,NA,NA,NA,NA,NA,NA,NA
"32",1,33,1,0,1,1.46789490946296,0.599764197530864,1.13680305612711,NA,NA,NA,NA,NA,NA,NA,NA
"33",1,34,1,0,1,1.90239179830617,0.69956496,1.5911605016,NA,NA,NA,NA,NA,NA,NA,NA
"34",1,35,1,0,0,1.4091791119902,0.31091776,0.785758272395062,NA,NA,NA,NA,NA,NA,NA,NA
"35",1,36,1,1,1,1.93234312090676,1.15630571900826,2.05149559907686,NA,NA,NA,NA,NA,NA,NA,NA
"36",1,37,37,0,1,3.06175625829625,0.73282115216291,2.62101563972106,NA,NA,NA,NA,NA,NA,NA,NA
"37",1,38,1,0,0,1.35885128633587,0.356920897959184,0.811816582448979,NA,NA,NA,NA,NA,NA,NA,NA
"38",1,39,1,0,1,1.31045659109376,0.773511926678542,1.15254037173026,NA,NA,NA,NA,NA,NA,NA,NA
"39",1,40,40,0,1,2.70883001083824,0.811377916927114,2.44001976324574,NA,NA,NA,NA,NA,NA,NA,NA
"40",1,41,41,0,1,7.14835923821382,0.874148985392293,6.68342530455383,NA,NA,NA,NA,NA,NA,NA,NA
"41",1,42,1,0,0,1.19526403552721,0.54902743504137,0.885647447563391,NA,NA,NA,NA,NA,NA,NA,NA
"42",1,43,1,0,1,1.67279014320294,0.655075163433334,1.35390137167854,NA,NA,NA,NA,NA,NA,NA,NA
"43",1,44,1,0,1,1.33532955111828,0.576684002456025,1.01404542999794,NA,NA,NA,NA,NA,NA,NA,NA
"44",1,45,45,1,1,1.46768872707028,1.2792464619726,1.66001140132877,NA,NA,NA,NA,NA,NA,NA,NA
"45",1,46,46,1,1,1.68378564248657,1.99713261796303,2.37952490411417,NA,NA,NA,NA,NA,NA,NA,NA
"46",1,47,47,0,1,2.11995762292757,0.704443515867347,1.77930446183972,NA,NA,NA,NA,NA,NA,NA,NA
"47",1,48,48,0,1,2.08159013248335,0.514605534273758,1.49324973666126,NA,NA,NA,NA,NA,NA,NA,NA
"48",1,49,49,1,1,1.1145968984024,1.85772597872827,1.51917798208874,NA,NA,NA,NA,NA,NA,NA,NA
"49",1,50,50,1,1,7.45234498786473,1.84471217655041,10.1217885083278,NA,NA,NA,NA,NA,NA,NA,NA
"50",1,51,1,0,0,1.23912690125399,0.264986727272727,0.711304851941921,NA,NA,NA,NA,NA,NA,NA,NA
"51",1,52,1,0,1,2.67942507622595,0.346937591747669,1.5782191049395,NA,NA,NA,NA,NA,NA,NA,NA
"52",1,53,53,1,1,2.21615361238777,3.18826717678942,3.36418607338311,NA,NA,NA,NA,NA,NA,NA,NA
"53",1,54,1,0,0,1.59193935149849,0.414827419354839,0.943524965370019,NA,NA,NA,NA,NA,NA,NA,NA
"54",1,55,55,1,1,1.80245395442836,2.2688386222203,2.7930306185524,NA,NA,NA,NA,NA,NA,NA,NA
"55",1,56,56,0,1,6.36280770947621,0.926675915843469,7.23169817779494,NA,NA,NA,NA,NA,NA,NA,NA
"56",1,57,57,0,1,4.87800672650873,0.233310713561182,2.35618689392434,NA,NA,NA,NA,NA,NA,NA,NA
"57",1,58,58,0,1,4.71750876869737,0.269050067916495,2.47360960509152,NA,NA,NA,NA,NA,NA,NA,NA
"58",1,59,59,1,1,1.10031487722845,1.09193004749695,1.14977905633049,NA,NA,NA,NA,NA,NA,NA,NA
"59",1,60,60,0,1,7.33429359623668,0.28179799056831,3.89338397589092,NA,NA,NA,NA,NA,NA,NA,NA
"60",1,61,61,1,1,2.26939470533438,1.28755830194811,2.53931604758734,NA,NA,NA,NA,NA,NA,NA,NA
"61",1,62,62,1,1,2.02729532259391,1.33722512345387,2.34433289932038,NA,NA,NA,NA,NA,NA,NA,NA
"62",1,63,63,0,1,2.43764717622599,0.653228829528569,1.97016916699964,NA,NA,NA,NA,NA,NA,NA,NA
"63",1,64,64,1,1,1.55361800374052,2.14149090600536,7.24971641038126,NA,NA,NA,NA,NA,NA,NA,NA
"64",1,65,1,1,1,2.5707997259112,1.27751088385683,2.90569850547845,NA,NA,NA,NA,NA,NA,NA,NA
"65",1,66,66,1,1,1.05745051369569,2.05007409176126,4.3263819036972,NA,NA,NA,NA,NA,NA,NA,NA
"66",1,67,67,1,1,1.07625085385173,1.04643800341286,1.10095675617794,NA,NA,NA,NA,NA,NA,NA,NA
"67",1,68,68,0,1,3.26527269482714,0.546651964958336,2.41420927136971,NA,NA,NA,NA,NA,NA,NA,NA
"68",1,69,69,1,1,1.42232766180453,1.80299356331398,2.16077080881707,NA,NA,NA,NA,NA,NA,NA,NA
"69",1,70,1,0,1,2.07196673907207,0.690970366553842,1.72231462901463,NA,NA,NA,NA,NA,NA,NA,NA
"70",1,71,1,0,0,1.05944465761154,0.837369121604152,0.968170201731715,NA,NA,NA,NA,NA,NA,NA,NA
"71",1,72,1,0,1,1.14966025462598,0.96055618164791,1.12675865669412,NA,NA,NA,NA,NA,NA,NA,NA
