"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",1,27,1,1,1,1,1.15450718203219,1.06450361391841,1.2308495821727,1.10928437314148,3096,3599,1863,1.56699780363905,1.02252729725865,1.0827856155853,0.873915911427975,0.0072867473372246,0.00388716955780402,0.00350773461845262,0.00753540825836195,2180.470603,325.1570538,0.3535,1965.655206,305.4541568,0.2872,2.01502578879924,1.55827894448468,1.37468953239025,1.83063370893149,1.88012391453737,1.51606957260627,1.24013036638236,1.32911168801786,1.02784131588753,0.906745677922301,1.20748661011938
"2",1,38,38,1,0,0,1.16263364763275,1.22423876999712,0.902404526166902,0.886836935723641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933.721868,398.0698716,0.319,2180.470603,325.1570538,0.3535,1.62827224457342,2.04568550442855,2.09983264479325,1.8208740738578,1.98225670377219,1.88012391453737,1.05432237122517,0.866045174992672,1.08805887133877,1.11685864349528,0.968486204435017
"3",1,49,1,0,1,1,1.43131330914979,0.986040482694285,1.67139479905437,1.72314764936784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,1265.399749,329.7603491,0.2115,3.08851955918181,1.60802114706645,0.965382739190863,1.89136702806495,1.88012391453737,1.61788673839154,1.1620862387478,1.90898379094963,0.993902174304921,0.596693647511209,1.16903549746956
"4",1,60,1,1,1,1,1.71590440502929,1.19957323640721,1.65651358950328,1.31534503752879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,1657.717588,271.0606105,0.2134,2.24163168799919,1.2600022891152,0.89110641286777,1.73842053915493,1.88012391453737,1.16017632479464,1.62055014772877,1.93214741595074,1.08604378678235,0.768078432410267,1.49841063121388
"5",1,71,1,0,1,1,1.16591953591995,0.93308640430127,1.3544061302682,1.49039591678152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,1463.014343,348.4747525,0.261,2.77586715086778,1.8150447381071,1.28705274010222,1.93590421119166,1.88012391453737,1.86924217023449,1.00582147379091,1.48502275150338,0.971005665830555,0.688542533758887,1.03566260274815
"6",1,82,1,1,1,1,2.33091187024183,1.13554687859407,1.97670084245424,1.38992056102007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,1568.773543,286.3440162,0.178833333,2.41157414893618,1.07706227995495,0.738883661057874,1.78036872069778,1.88012391453737,1.01597501163793,1.85056117817925,2.37365498295897,1.06012674289945,0.727265584875618,1.75237451738849
"7",1,93,1,1,1,1,1.54121342778284,1.04477747226264,1.64037122969838,1.36125361657593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,1601.810696,311.2213485,0.2155,2.44797621010812,1.31714960577456,0.961717776938826,1.84535581480937,1.88012391453737,1.29153864169861,1.45572409050391,1.89539525266436,1.01982980860895,0.744629503050709,1.42880418380854
"8",1,104,104,1,0,0,1.01760872651679,1.06428200143816,0.596888260254597,0.442781851757898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,965.4728113,346.0588,0.211,2180.470603,325.1570538,0.3535,0.956379234967049,1.93025724188371,3.87821295366352,2.06049083838722,2.11445531388037,1.88012391453737,1.12463614633649,0.508678830992041,1.02666490594514,2.06274327116243,1.09593352994195
"9",1,2,1,1,1,1,1.61518606739414,1.18335296358612,1.54591836509341,1.53866665692106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,1417.116952,274.7760506,0.228666667,2.60047301265084,1.58830108105796,0.976972623423326,1.74876865061028,1.88012391453737,1.4746287918123,1.27498115117278,1.76347635899262,1.07708535861826,0.662521055365153,1.18590431728996
"10",1,13,1,1,1,1,1.54980789135994,1.05188170048705,2.44636678200692,2.452867467805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,888.9475814,309.119413,0.1445,4.08621786353333,1.45108897259306,0.598129461901345,1.84001330116225,1.88012391453737,1.41892288718177,1.32503600549543,2.87980263088805,1.02266936822422,0.421537679957602,1.29676765226956
"11",1,19,1,1,1,1,2.03059302479127,1.32460846968025,2.22638208225839,1.982152009079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,1100.052162,245.4740863,0.158777778,3.12121055939142,1.31778911303501,0.5971883308679,1.66433798562959,1.88012391453737,1.16001281098378,1.62077857824938,2.69066904247754,1.13601255137641,0.514811841053234,1.43475828014184
"12",1,20,1,1,1,1,1.02017835381163,1.39021032450668,1.54817518474186,2.51595944989421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,866.6557019,233.8905474,0.228333333,3.7810652068794,2.49189933171755,0.904558910273351,1.62905233533923,1.88012391453737,2.1744273676958,0.864652433311537,1.73887859537297,1.14600256082969,0.415998677956255,0.749186824789418
"13",1,21,1,1,1,1,1.28085190801956,1.38969592788234,1.95303867403315,2.72978137230264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,798.7711489,233.9771221,0.181,4.05859917073227,2.05834565822631,0.681025680754866,1.62932039174667,1.88012391453737,1.78742723337943,1.05186039432927,2.27063742508768,1.15156892531768,0.38100889817331,0.91154501918725
"14",1,22,1,1,1,1,1.11656053729947,1.19278738804622,1.63973714981018,2.29005905994169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,952.1460128,272.6026927,0.215583333,3.68663421481448,2.13974932603814,0.904738240690004,1.74272749603391,1.88012391453737,1.98676420242183,0.946324637944218,1.85559726228233,1.07700215427167,0.455382797609875,0.877168762105518
"15",1,23,1,1,1,1,1.10385205808867,1.22055579232306,1.87160820648577,3.06941357256778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,710.3867079,266.4008117,0.188875,4.68813116296702,2.40196147150056,0.762136263242566,1.72530092210393,1.88012391453737,2.21264865841378,0.849716428041136,2.11878697738116,1.08555936450502,0.344445224208768,0.779744635707673
"16",1,24,1,1,1,1,1.26554994943145,1.11561947400784,1.86789960369881,2.41158759254886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,904.1639664,291.4587468,0.18925,3.94703208410174,1.93131169940074,0.796993894475738,1.79405208010512,1.88012391453737,1.84329169491894,1.01998176399316,2.14129543087607,1.04775153315366,0.43237535148271,0.973287128157981
"17",1,25,25,0,0,0,1.01981919206929,0.923152482137541,0.637906647807638,0.432900932303924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943.9277569,300.1695413,0.2255,2180.470603,325.1570538,0.3535,1.03770647070083,1.81696540316914,3.95270237228186,2.27318662455913,2.19950369218236,1.88012391453737,1.1698716638704,0.551935147825708,0.966407261308745,2.10236269094767,1.20906212988545
"18",1,26,1,1,1,1,1.24962250950842,1.21471783969526,1.82373173142516,2.48757755840191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,876.5437667,267.6811381,0.193833333,3.93281908127935,2.04213142067143,0.788025156600141,1.72892153062281,1.88012391453737,1.88008825391504,1.00001896752573,2.09182684540992,1.08618912778108,0.419142641287813,0.919595942915208
"19",1,28,1,1,1,1,1.29256326705804,1.16640895745971,1.61970217640321,1.88993827492788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,1153.725829,278.7676241,0.21825,3.14310728157883,1.81906447136635,0.928191761072749,1.75977681296751,1.88012391453737,1.70202479408522,1.10463955699768,1.84668712964791,1.06876496610852,0.545345616760899,1.03393136168344
"20",1,29,1,1,1,1,1.15028699318778,1.41983132704253,1.77861635220126,2.87451795153953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,758.5517432,229.0110435,0.19875,4.2103652853838,2.39677863253744,0.75449938817938,1.61383516479442,1.88012391453737,2.07028585501628,0.908147012636855,2.03371204762963,1.15770420144159,0.364442130709263,0.779522866798377
"21",1,30,1,1,1,1,1.11220414658931,1.05868538937854,1.81437126058917,2.64733201575767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,823.6483335,307.1328433,0.194833333,4.34575355983364,2.1745541014396,0.845757290358015,1.83493965179091,1.88012391453737,2.1236896112548,0.885310124687424,2.0463223706528,1.02395100014392,0.398249012414905,0.864033822111474
"22",1,31,1,1,1,1,1.23055049849772,1.0098020236437,1.59954751131222,1.89116394039256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,1152.978098,322.0007944,0.221,3.31986908804478,1.84741792941868,1.00767485907703,1.87234680838638,1.88012391453737,1.83975267317663,1.0219438416638,1.80451923589951,1.00416646017359,0.547723003080147,1.01771658532419
"23",1,32,32,0,0,0,1.15035311748092,0.642773463953683,0.630834512022631,0.294548367914869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642.2540574,209.0023258,0.223,2180.470603,325.1570538,0.3535,1.02350783413598,1.54907400395398,5.40679782660909,3.16384382637258,2.65696833974387,1.88012391453737,1.41318788575574,0.544383179333063,0.823921227732027,2.87576674324655,1.68278473663853
"24",1,33,33,0,0,0,1.06483321257856,0.904598313222876,0.675153230551627,0.429108015220511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935.6574127,294.1365224,0.238666667,2180.470603,325.1570538,0.3535,1.11373682031985,1.80114756856045,3.98206175447763,2.44990544941922,2.35215908211956,1.88012391453737,1.25106598768962,0.592374157739436,0.957994074025512,2.11797835434558,1.30305530953371
"25",1,34,1,1,1,1,1.66632138555267,1.19511511918008,1.92643051771117,1.72747529665732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,1262.229687,272.0717432,0.1835,2.87440628014929,1.36476275767921,0.743655325002146,1.74124651314184,1.88012391453737,1.25965021397413,1.49257618796068,2.28190830141701,1.08344581895751,0.590366529336704,1.38232542163295
"26",1,35,1,1,1,1,1.26344640979838,1.19346712083707,1.65496254681648,1.30007098346136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,1677.1935,272.4474333,0.2136,2.22245767410301,1.24751275947243,0.894263569190929,1.74229463879585,1.88012391453737,1.15126657627202,1.63309172114204,1.93044575418812,1.0836002583451,0.776764988771494,1.51337203277253
"27",1,36,1,1,1,0,1.80110448717799,1.14437525335383,1.58378136200717,0.869821371657298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,2506.802746,284.1349923,0.2232,1.55689589426281,0.896047294728802,0.962818786690655,1.77440510708496,1.88012391453737,0.841433615781354,2.23442928743878,1.8502896307715,1.06490551116945,1.14425994948702,2.10878799444832
"28",1,37,37,0,0,0,1.03205009623268,0.588477744412383,0.585572842998586,0.257557067968414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561.5956153,191.3476896,0.207,2180.470603,325.1570538,0.3535,0.934372791540598,1.48846637607342,5.99661490348248,3.27419749661054,2.65517069178461,1.88012391453737,1.41223175305333,0.496974047463522,0.791685252532773,3.18947855357609,1.74147962870639
"29",1,39,1,1,1,1,1.13912801886435,1.39891914911595,1.16795154056393,1.23719207748569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,1762.434987,232.4344863,0.302666667,1.98394282824051,1.84890457508338,1.30434610836696,1.6245339781835,1.88012391453737,1.59697606963993,1.17730249706327,1.24231218360575,1.15775346308117,0.816759958501475,1.01725630650795
"30",1,40,1,1,1,0,1.32299392007957,1.28685263175949,1.17149958574979,0.967251038650098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180.470603,325.1570538,0.3535,2254.296471,252.6762162,0.30175,1.63369190006066,1.46326334149009,1.34914259280812,1.68570910104965,1.88012391453737,1.30700085210373,1.43850243977359,1.24995473218789,1.11955806236457,1.03224308586835,1.28975363584221
"31",1,41,41,0,0,0,1.32520758504143,0.697748799690963,0.954266854314003,0.73526723166742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603.228584,226.877944,0.337333333,2180.470603,325.1570538,0.3535,1.75952430318759,1.60711460725496,2.48948580052959,2.33375507560763,2.00616194540589,1.88012391453737,1.06703708723344,0.935855498450239,0.854791854317969,1.32410730020535,1.24127726771769
