species,s,f,g
Dendrobium_chrysanthum,898,4.45408,0.668391856
Dendrobium_chrysotoxum,692,4.4288,0.757084449
Dendrobium_crepidatum,793,4.41701,0.705347438
Dendrobium_crumenatum,609,3.51393,0.640318079
Dendrobium_crystallinum,781,5.94341,0.956360165
Dendrobium_denneanum,701,3.70829,0.629833832
Dendrobium_fimbriatum,644,3.29084,0.583143096
Dendrobium_gibsonii,788,4.23156,0.677873566
Dendrobium_henryi,760,3.2148,0.524394911
Dendrobium_jenkinsii,388,3.34844,0.764430423
Dendrobium_lindleyi,376.4768,4.29183552,0.994684304
Dendrobium_loddigesii,676,1.74408,0.301650715
Dendrobium_longicornu,961,5.8621,0.85036002
Dendrobium_moniliforme,640,7.232,1.285522656
Dendrobium_moschatum,541.8632,2.65512968,0.512923047
Dendrobium_nobile,1222,4.61916,0.594208291
Dendrobium_pendulum,1226,5.28406,0.67863118
Dendrobium_polyanthum,795,2.4486,0.390522072
Dendrobium_salaccense,263,4.6551,1.290810368
Dendrobium_thyrsiflorum,698,3.99256,0.679571324
Dendrolobium_triangulare,67.28,3.552384,1.947548216
Dendropanax_arboreus,312.464117,6.469302368,1.742240726
Dendropanax_dentiger,472.8536,3.151270231,0.758287725
Dendropanax_pendulus,235.445,2.636984,0.772812367
Dendropanax_trifidus,312.5,6.25,1.589887193
Dendrotrophe_varians,176.72,6.9910432,2.364887245
Descurainia_pinnata,161.0581415,1.941137426,0.68782229
Desmodium_gangeticum,198.1612,3.562938376,0.910514811
Desmodium_multiflorum,174.845,3.84833845,1.3087538
Desmos_chinensis,278.48,7.1068096,1.915089079
Deuterocohnia_brevifolia,40.41005,0.276000642,0.195243553
Deutzia_glabrata,224.72,5.8247424,1.747298744
Deutzia_grandiflora,364.5,6.280335,1.479262842
Deutzia_parviflora,565.8297333,4.582621842,0.866915246
Deutzia_scabra,456.02,4.1817034,0.88058764
Dialium_guianense,190.25,6.98905,2.289119581
Dianella_ensifolia,389.205,15.3658134,3.502496049
Dianthus_cretaceus,544.5,4.6827,0.902419971
Dianthus_crinitus,612.5,5.08375,0.923724459
Diarthron_linifolium,216.32,4.261504,1.302944353
Dictyocaryum_fuscum,128,2.3808,0.946300857
Dictyophleba_lucida,243.36,20.0772,2.946303251
Digitalis_nervosa,609.005,6.75142943,1.230259162
Dilomilis_montana,512,6.144,1.221033364
Dimorphanthera_denticulifera,701.25,23.98275,0.71171375
Dimorphanthera_microphylla,756,16.0272,0.560639372
Dioscorea_cirrhosa,180.5,3.341055,1.118294854
Diospyros_capreifolia,420.5,6.728,1.475415315
Diospyros_ferruginescens,359.6562,0.983659707,0.233245037
Diospyros_kaki,601.22925,8.450532311,1.57354638
Diospyros_lissocarpoides,563.125,12.29821875,2.321632774
Diospyros_lotus,456.02,8.7282228,1.837998629
Diospyros_lycioides,295.48805,3.596089569,0.940744838
Diospyros_morrisiana,439.3143,7.43588828,1.481770866
Diospyros_pendula,213.4178,7.886854799,2.4277269
Diospyros_strigosa,290.405,6.57767325,1.735727545
Diospyros_sumatrana,243.3218,4.603891778,1.327229116
Diospyros_texana,253.0301,6.70623695,2.255373331
Diospyros_virginiana,200,5.4031,2.45374512
Diplolaena_microcephala,400,8.88,1.016440282
Diplorhynchus_condylocarpon,255,7.65,1.249893245
Diplospora_dubia,483.145,9.9545321,2.02980262
Diplotaxis_ibicensis,281.2705457,8.263605448,2.215739755
Diplotaxis_tenuifolia,572,7.6076,0.487389906
Diplotropis_purpurea,684.5,13.0055,2.235381394
Dipterocarpus_alatus,149.645,8.38012,3.080565426
Dipterocarpus_borneensis,148.8825,2.94851025,1.083428628
Dipterocarpus_confertus,220.0802,4.141689284,1.255446854
Dipterocarpus_globosus,190.9058,3.423322806,1.114165217
Dipterocarpus_intricatus,206.045,19.1415805,5.996641122
Dipterocarpus_kunstleri,291.8528,4.064633946,1.069918784
Dipterocarpus_retusus,278.48,8.77212,2.363844279
Dipterocarpus_tuberculatus,283.22,13.622882,3.640142122
Dipterocarpus_turbinatus,178.605,6.751269,2.271694417
Dipteryx_odorata,420.5,17.661,3.872965203
Dipteryx_oleifera,103.8033333,1.225739667,0.542024342
Distylium_myricoides,257.645,11.30288615,3.166575143
Distylium_racemosum,264.5,4.62875,1.279859191
Dodonaea_microzyga,88.7112,1.0645344,0.508255138
Dodonaea_viscosa,128.1956,3.1063348,1.180904612
Doellingeria_scabra,857.187025,7.030648393,1.079863528
Doronicium_hyrcanum,655.4734245,5.964808163,1.04768383
Dorstenia_indica,264.5,2.5392,0.702094185
Dorycnium_pentaphyllum_subsp._herbaceum,256.51125,3.698892225,1.038555652
Dracaena_cambodiana,262.205,2.42539625,0.673555709
Dracontomelon_duperreanum,139.445,8.23143835,3.13462477
Drapetes_ericoides,272,15.504,0.976670245
Drimys_winteri,669.78,8.774118,1.524574627
Droguetia_iners,264.5,2.9624,0.819109882
Dryobalanops_lanceolata,167.0792,3.00542065,1.045575449
Dryobalanops_sumatrensis,146.37605,2.344944321,0.871583155
Drypetes_variabilis,1012.5,12.808125,1.81008657
Dubautia_ciliolata,1151.25,11.719725,0.972727313
Dubautia_knudsenii,778.22,6.381404,0.754835444
Dubautia_scabra,1000.855,19.5340654,2.343190695
Dudleya,271.67805,0.453702344,0.123781303
Duguetia_pycnastera,364.5,9.130725,2.150640406
Duranta_erecta,115.926,3.038188608,3.234722405
Duroia,375.0625,6.97640625,1.639571168
Duroia_kotchubioides,200,4.276,1.359671528
Dussia_mexicana,24.5,5.586,5.074919921
Dysoxylum_gotadhora,290.405,5.00367815,1.320379056
Dyssodia_papposa,249.31445,4.612317325,1.313580698
Dystovomita_clusiifolia,840.5,5.46325,0.847409874
Ebenopsis_ebano,60.39005,2.758013584,1.595971056
Ecclinusa_guianensis,159.61875,4.384349813,1.61509088
Ehretia_anacua,264.5,18.515,7.344099096
Ehretia_corylifolia,200,6.22,1.977819668
Ehretia_rigida,127.6802,1.553868034,0.618391711
Eidothea_hardeniana,420.5,5.42445,1.189553598
Elaeagnus_glabra,128,5.76,2.289437558
Elaeagnus_rhamnoides,399.2333519,8.608336818,1.937044267
Elaeis_guineensis,1354.535113,51.19688989,8.916376151
Elaeocarpus_chinensis,300.57945,3.62975041,1.034740974
Elaeocarpus_dubius,238.203125,7.043115467,2.051289707
Elaeocarpus_japonicus,444.68725,3.791866922,0.87256812
Elaeocarpus_petiolatus,262.205,3.01273545,0.836665416
Elaeocarpus_sylvestris,279.360125,8.115892238,1.93592719
Elatostema_involucratum,302.58,3.0167226,0.779877826
Eleocharis_debilis,1152,13.824,1.831550047
Eleutharrhena_macrocarpa,675,1.35,0.159721807
Eleutherococcus_henryi,305.045,4.087603,1.052441726
Eleutherococcus_nodiflorus,408.98,4.9568376,1.102211555
Eleutherococcus_senticosus,418.8878,4.922445552,1.096995097
Eleutherococcus_sessiliflorus,361.5361,2.595648564,0.613876941
Eleutherococcus_trifoliatus,297.68,6.1738832,1.609143907
Elymus_repens,267.4244444,2.065399015,1.623673928
Embelia_vestita,283.22,7.1399762,1.907858272
Embothrium_coccineum,471.245,7.5870445,1.571667086
Emex_spinosa,386.42,4.559756,1.04309319
Empetrum_nigrum,486.2851452,13.57981525,2.775906153
Encelia_farinosa,34.69445,1.231652975,0.940306983
Endlicheria_tschudyana,72,3.744,1.984179217
Endonema_lateriflora,1062,31.329,2.704743292
Endonema_retzioides,1102,35.1538,3.19949422
Endospermum_chinense,378.663025,7.127676921,1.64239972
Enemion_raddeanum,336.2526833,4.052351535,0.99450575
Engelhardia_roxburghiana,220.7086125,8.837574672,2.694639507
Epilobium_angustifolium,242,6.8728,1.986723037
Epimedium_sutchuenense,262.205,8.4482451,2.346158374
Epipactis_helleborine,1494.40445,7.561686517,0.879621624
Eranthis_hyemalis,2750,8.8,0.257036366
Eremogone_dianthoides,660.66125,8.093100313,1.415913787
Eremogone_gypsophiloides,568.9576445,5.405097623,1.019001629
Erica_multiflora,82.35,2.923425,0.72466024
Erica_plukenetii,82.35,2.923425,0.72466024
Erigeron_acer,479.4775445,4.765527315,0.978674182
Erigeron_annuus,571.22,9.6593302,1.817425489
Eriobotrya_japonica,329.1913691,10.31695955,2.253065974
Eriogonum_trichopes,662.48,20.669376,3.611206175
Eriophorum_vaginatum,310.005,6.92241165,1.768008615
Erisma_uncinatum,217.89,14.15151,4.34134597
Erodium_cicutarium,338.5202,6.852664409,1.674859859
Erucastrum_palustre,468,14.04,2.157449258
Ervatamia_divaricata,682,24.1428,3.0001004
Erycibe_obtusifolia,865.28,6.3511552,0.97092503
Eryngium_caeruleum,342.1728,3.679384118,0.894465702
Eryngium_maritimum,1007,10.8756,1.131275922
Erysimum_cheiranthoides,202.6755556,5.850567704,1.848028344
Erysimum_perofskianum,165.62,2.9596294,1.034170743
Erysimum_subulatum,314.8795125,7.024961924,1.780258537
Erythrina_folkersii,40.5,5.7591,4.06947526
Erythrina_indica,496.9125,7.86115575,1.126649446
Erythrochiton_brasiliensis,351.125,9.12925,2.190864552
Erythrophleum_fordii,96.605,3.8526074,1.762650695
Eschweilera,255.38,12.769,3.593145057
Eschweilera_apiculata,98,4.3316,1.96764439
Eschweilera_bracteosa,78.125,5.13671875,2.613377074
Eschweilera_coriacea,121.640625,9.183009375,3.484476267
Eschweilera_parviflora,191.3470833,5.410770292,1.722224104
Eschweilera_perumbonata,128,4.4288,1.7603231
Eschweilera_subglandulosa,364.5,13.905675,3.275326607
Eschweilera_tenax,574.605,17.23815,3.233830551
Esenbeckia_grandiflora,760.5,12.85245,2.095789298
Eubotrys_racemosa,36.125,2.312,1.729797266
Eucalyptus_albens,450,5.76,1.221033364
Eucalyptus_blakelyi,180.5,6.3897,2.138716252
Eucalyptus_caesia,538.722,18.8013978,3.31256362
Eucalyptus_cinerea,242,5.6386,1.629952351
Eucalyptus_fastigata,800,20.16,3.205212582
Eucalyptus_globulus,713,26.381,1.56277112
Eucalyptus_globulus_subsp._maidenii,1682,6.0552,0.663936892
Eucalyptus_leucoxylon,67.9778,2.503622374,1.365515317
Eucalyptus_marginata,302.526,8.0471916,1.491974039
Eucalyptus_melanophloia,450,8.28,1.755235461
Eucalyptus_melliodora,264.5,4.3378,1.199410899
Eucalyptus_sideroxylon,162,4.6008,1.625500666
Eucalyptus_staigeriana,684.5,19.9874,3.435428247
Euclea_divinorum,233.3184,8.2828032,2.088866252
Euclea_parvifolia,392,5.7624,1.308795137
Euclea_racemosa,5418,21.1302,0.986486078
Euclea_undulata,2376,20.9088,1.783736078
Eucommia_ulmoides,618.095725,9.71053396,1.852396648
Eugenia_anastomosans,119.44,13.0972,5.424695103
Eugenia_arenaria,182,13.104,2.403761645
Eugenia_badia,255,4.4625,0.729104393
Eugenia_biflora,43.71125,3.47067325,2.360632707
Eugenia_copacabanensis,304,13.7408,2.15677135
Eugenia_cordata_var._sintenisii,264.5,23.3818,6.465117283
Eugenia_excelsa,399,12.8478,1.635239282
Eugenia_marchiana,70.805,4.2483,2.270358912
Eugenia_maricaensis,195,8.502,1.618022827
Eugenia_monticola,141.12,3.146976,1.191270676
Eugenia_pseudopsidium,143.65125,9.05002875,3.395522079
Eugenia_punicifolia,437,20.7575,2.770952797
Eugenia_schottiana,418,27.4626,3.582550189
Eugenia_selloi,460,18.998,2.345975546
Eugenia_sulcata,648,22.032,2.241025221
Eugenia_uniflora,323,18.1203,2.593022371
Euonymus_alatus,427.70585,6.692529675,1.502735333
Euonymus_centidens,675.403,0.936108558,0.099496119
Euonymus_cornutus,432.18,4.9398174,1.068537744
Euonymus_japonicus,763.6959877,20.66325404,1.578128776
Euonymus_laxiflorus,1137.645,8.3503143,1.113296249
Euonymus_nitidus,784.08,7.25274,1.164751358
Euonymus_phellomanus,431.0048,4.927677878,1.067364026
Euonymus_verrucosus,163.805,4.09348695,1.438272371
Eupatorium_lindleyanum,438.08,3.7718688,0.810384581
Euphorbia_antiquorum,800,8.96,1.424538925
Euphorbia_cyparissias,486,12.5874,1.968391601
Euphorbia_elegans,285.64,2.656452,0.47262431
Euphorbia_esula,335.405,6.33580045,1.555707798
Euphorbia_fusiformis,450,4.32,0.915775023
Euphorbia_helioscopia,400.445,4.6531709,1.045656088
Euphorbia_heterophylla,328.36,7.703861467,1.959559284
Euphorbia_heyneana,144.5,3.6414,1.362215347
Euphorbia_hirta,321.08,8.07846,1.968519728
Euphorbia_hylonoma,250.88,1.7335808,0.492178199
Euphorbia_hypericifolia,292.47,4.125822,0.970233832
Euphorbia_kansui,420.5,4.4573,0.977462646
Euphorbia_milii,264.5,3.3856,0.936125579
Euphorbia_milii_var._hislopii,75.8912,0.544139904,0.280883463
Euphorbia_milii_var._splendens,84.37005,0.871542617,0.426683432
Euphorbia_milli,464.64,5.11104,0.817418735
Euphorbia_neriifolia,578,2.7744,0.51893918
Euphorbia_pekinensis,256.7378,2.935283267,0.82378981
Euphorbia_prostrata,273.06,3.7964592,0.873392953
Euphorbia_pulcherrima,328,9.9023,2.100501981
Euphorbia_pycnostegia,144.5,3.6992,1.383837813
Euphorbia_rothiana,420.5,4.0368,0.885249189
Euphorbia_serpens,187.88,2.949716,0.626405869
Euphorbia_thymifolia,162,3.888,1.373662535
Euphorbia_tirucalli,242,6.0984,1.76286692
Euphorbia_tithymaloides,391.07,4.764176,0.781204382
Euploca_polyphylla,288,5.04,1.335505242
Euptelea_pleiosperma,714.42,12.9952998,2.186355632
Eurya_alata,817.089,2.184895986,0.176480189
Eurya_chinensis,228.125,9.1270026,2.716201438
Eurya_ciliata,338,12.94202,3.165592593
Eurya_distichophylla,174.845,5.01979995,1.707147733
Eurya_japonica,177.5504667,5.393245487,1.592233005
Eurya_macartneyi,149.645,6.8746913,2.527163851
Eurya_muricata,588.966,1.447678428,0.156430496
Eurya_nitida,209.7,8.183916,2.5693213
Eurya_rubiginosa,414.8568,1.452828514,0.192071573
Eurya_velutina,186.245,8.31956415,2.741382072
Euryale_ferox,362.52,17.872236,1.064076114
Eurycorymbus_cavaleriei,126.405,4.0727691,1.628992059
Euscaphis_japonica,425.3886,1.083039376,0.190836946
Euthamia_graminifolia,415.8728,5.230016333,1.153278223
Eutrema_parvulum,100.0896245,2.132914269,0.958716439
Eutrema_salsugineum,136.2331001,3.617018552,1.393544114
Evodia_glabrifolia,423.405,6.4188198,1.402776549
Evodia_lepta,149.645,3.58100485,1.316391619
Excoecaria_agallocha,645.9,14.61408,2.000644113
Fagonia_arabica,206.045,7.6854785,2.407693368
Fagopyrum_esculentum,864.31,7.987663333,0.934339802
Fagus_engleriana,156.645,10.307241,3.703356037
Fagus_grandifolia,220.5,8.9964,2.19304927
Fagus_sylvatica,363.0378894,9.354121831,1.589950124
Falcaria_vulgaris,271.445,2.9044615,0.792749552
Fallopia_convolvulus,756.605,7.6568426,1.251775423
Faramea_occidentalis,264.5,4.9726,1.374934445
Faramea_torquata,450,5.85,1.240112011
Farsetia_aegyptia,288,7.6896,2.037599427
Fatsia_japonica,246.42,2.907756,0.605813562
Faurea_saligna,808.0884,15.27287076,1.428257785
Ferdinandusa_elliptica,254.25125,5.199438063,1.466345009
Ficalhoa_laurifolia,414.72,11.860992,2.619116567
Ficaria_verna,1088,8.4864,0.552078112
Ficus,364.875,13.166125,3.275962562
Ficus_adhatodifolia,468,12.3552,1.898555347
Ficus_altissima,200,4.1,1.303707498
Ficus_asperifolia,281.1776,5.70790528,1.111703564
Ficus_aurea,368.2327542,5.952183637,1.156286499
Ficus_auriculata,157.645,3.3579615,1.312324687
Ficus_benghalensis,144.5,7.2828,2.724430694
Ficus_benjamina,329.4624,7.4416368,0.950646655
Ficus_capreifolia,245.8562,2.65524696,0.539052531
Ficus_carica,290.331025,10.6762768,2.955519208
Ficus_caulocarpa,462.08,16.219008,3.392946461
Ficus_citrifolia,301.7859376,8.386030365,3.679303189
Ficus_colubrinae,264.5,4.41715,1.221351342
Ficus_cordata,780,8.424,0.80158929
Ficus_curtipes,91.125,2.07765,0.978734556
Ficus_elastica,986,15.34,1.540621056
Ficus_elasticoides,946.5984,3.40775424,0.322271343
Ficus_exasperata,165.1588,5.34368576,1.772916593
Ficus_fistulosa,269.12,7.8125536,2.14156533
Ficus_heterophylla,144.5,7.8608,2.940655353
Ficus_hirta,147.92,5.2393264,1.937194871
Ficus_hispida,144.5,7.61515,2.848759873
Ficus_hookeriana,78.125,1.5,0.763145853
Ficus_ingens,219.8697,4.6172637,1.282298756
Ficus_insipida,512,5.7856,1.149806418
Ficus_laurifolia,456.1362,9.122724,1.358284275
Ficus_lutea,514.6281,10.54987605,1.420347652
Ficus_microcarpa,120.125,4.713705,1.934002377
Ficus_mucuso,311.7015,3.70924785,0.68386297
Ficus_natalensis,502.3872,6.0286464,0.890377728
Ficus_natalensis_subsp._leprieurii,478.464,3.6363264,0.52473302
Ficus_nervosa,154.4985,7.311819375,2.24353684
Ficus_nymphaeifolia,453.6313667,6.224580648,1.017128569
Ficus_obtusifolia,588.1141,10.83679572,1.363098029
Ficus_ottoniifolia,513.8432,6.11473408,0.761923515
Ficus_pertusa,434.2809,7.451160361,1.22248579
Ficus_polita,420.308,3.8668336,0.585924588
Ficus_populifolia,322.9368,4.06900368,0.815497774
Ficus_pumila,246.092125,3.3869427,0.894473924
Ficus_racemosa,180.5,9.8192,3.286614806
Ficus_religiosa,242,6.1952,1.790848934
Ficus_repens,250.75,7.6925,1.226510134
Ficus_retusa,384.1992,5.60930832,1.286892852
Ficus_sagittifolia,295.8428,6.83396868,1.110634065
Ficus_semicordata,115.52,7.300864,3.054618467
Ficus_sur,179.3239,4.75208335,1.519943505
Ficus_thonningii,384.0553,3.53330876,0.612044511
Ficus_tinctoria_subsp._gibbosa,192.08,2.612288,0.84760066
Ficus_trigonata,567.378,8.978125198,1.275230639
Ficus_tsjakela,378,16.8966,2.335847982
Ficus_umbellata,603.2937,5.24865519,0.742684347
Ficus_vallis-choudae,211.8006,2.07564588,0.442801601
Ficus_variegata,111.005,5.48919725,2.342873667
Ficus_variolosa,200.20005,9.264057114,2.944289008
Ficus_vasculosa,186.4816667,3.907404483,1.309131134
Ficus_yoponensis,84.5,1.96885,0.963153662
Filago_pyramidata,292.5054845,3.34772527,0.880225829
Filipendula_intermedia,480.655025,6.594346538,1.352590472
Filipendula_palmata,249.7733,5.145219884,1.529301457
Filipendula_vulgaris,282.03125,11.23330469,3.007947328
Firmiana_simplex,233.3029884,10.57984063,2.859628376
Fleurya_interrupta,162,2.8512,1.007352526
Florestina_pedata,162.18005,9.390224895,3.315801955
Flourensia_cernua,338,3.6504,1.185385656
Flourensia_thurifera,242,3.1581,0.912913226
Floydia_praealta,345.845,11.274547,2.726274964
Flueggea_virosa,180.5,6.9312,2.319963392
Fockea_capensis,155.76125,1.063849338,0.383320212
Fockea_edulis,102.5312,1.110412896,0.493137219
Fordia_splendidissima,88.85,2.714596,1.300464129
Fouquieria_columnaris,271.67805,1.855561082,0.506243295
Fouquieria_digitata,206.24805,1.6499844,0.516649742
Fragaria_orientalis,106.58,2.1252052,0.925708639
Fragaria_vesca,188.620625,5.576562002,1.796338592
Frangula_alnus,348.0454419,9.242724824,2.228156481
Frangula_californica,359.415,11.1778065,1.965832902
Frangula_crenata,461.5632,0.540490507,0.135605811
Fraxinus_americana,258.4043052,4.108058203,1.336530577
Fraxinus_angustifolia_subsp._oxycarpa,588,35.28,4.472210601
Fraxinus_chinensis_subsp._rhynchophylla,474.32,11.1986952,2.312293777
Fraxinus_excelsior,381.3754703,8.333590811,1.719214875
Fraxinus_insularis,628.4976,1.015023624,0.1415504
Fraxinus_malacophylla,216.32,11.291904,3.452471838
Fraxinus_mandschurica,275.06,10.1992349,2.76437184
Fraxinus_mandshurica,357.130825,14.04213952,3.320472932
Fraxinus_nigra,237.4099556,5.794022498,1.65331381
Fraxinus_ornus,480,15.216,1.92101019
Fraxinus_pennsylvanica,450,8.775,1.860168016
Frerea_indica,133.1712,2.486306304,0.968859449
Fuchsia_hybrida,1092,13.2132,1.234581436
Fumana_procumbens,739.739648,6.057727977,1.001570729
Funtumia_elastica,286,8.866,2.025363399
Gagea_lutea,3183.530625,11.84689547,0.877560415
Galanthus_nivalis,748,4.114,0.533573188
Galinsoga_parviflora,220.29005,6.38841145,1.935560467
Galium_aparine,932.904375,7.142609155,1.043084581
Galium_asperuloides,780.125,4.7275575,0.761142595
Galium_boreale,386.42,5.0543736,1.156242282
Galium_dahuricum,441.045,3.5195391,0.753625608
Galium_odoratum,546.2816,4.522363392,0.863514795
Galium_verum,450.6002,10.53413148,2.231589704
Garcinia_brasiliensis,1128.125,11.28125,1.510392834
Garcinia_cowa,217.36125,1.988203354,0.606430513
Garcinia_intermedia,882,12.5244,1.896417444
Garcinia_multiflora,165.62,3.2362148,1.130816806
Garcinia_oblongifolia,256.7456,5.148405901,1.451901265
Garcinia_volkensii,288,10.7424,2.846534031
Gardenia_hainanensis,126.405,4.63779945,1.854988164
Gardenia_jasminoides,330.94525,10.33652908,2.603402486
Garrya_fadyenii,557.78,10.59782,2.017884826
Gasteria_carinata_var._verrucosa,479.57045,0.877613924,0.180214031
Gastrocotyle_hispida,343.22,0.549152,0.133296142
Gastrocotyle_macedonica,450,1.17,0.248022402
Gaultheria_mundula,790.75,26.99955,1.054361751
Gaultheria_pullei,1116.5,36.73285,2.184201967
Geissospermum_argenteum,78.125,3.73046875,1.897927837
Genipa_americana,434.525625,15.20128125,3.302990644
Genista_germanica,759,13.3584,1.601417607
Gentiana_cruciata,1041.225625,11.5717148,1.164131493
Gentiana_gelida,834.7698,4.627963771,0.720307423
Gentiana_straminea,438.08,7.44736,1.600062471
Geonoma,264.5,1.4812,0.409554941
Geonoma_simplicifrons,264.5,0.71415,0.197463989
Geranium_lucidum,333.3362,7.530064758,1.85467909
Geranium_maximowiczii,290.405,4.2863778,1.131096626
Geranium_platyanthum,344.7938,7.150678618,1.731724655
Geranium_pratense,360.7298,9.853334487,2.332939734
Geranium_robertianum,869.695225,23.09801033,2.270585856
Geranium_rotundifolium,351.39005,3.680459384,0.882914408
Geranium_wilfordii,1177.0952,15.95787963,2.09160993
Gesneria_alpina,83.205,2.080125,1.02547724
Gesneria_viridiflora_subsp._sintenisii,612.5,10.29,1.869707339
Geum_rivale,295.245,10.3630995,2.712124967
Geum_urbanum,343.7442,4.372769968,1.060596639
Gevuina_avellana,521.645,6.7292205,1.324916594
Gironniera_subaequalis,254.95744,5.359783207,1.486711551
Gladiolus_italicus,382.81445,4.135161689,0.950407027
Glandularia_canadensis,202.8705,6.64603758,1.63175766
Glandularia_tweedieana,402.5023,8.570883976,2.223291508
Glechoma_hederacea,343.8753125,4.229666344,1.025691874
Gleditsia_triacanthos,515.5,8.940572833,2.539584356
Glischrocolla_formosa,1548,36.0684,2.523741612
Glochidion_hohenackeri,420.5,6.728,1.475415315
Glochidion_obovatum,233.3772,12.43900476,2.502872663
Glochidion_puberum,202.6587333,2.478762472,0.813943435
Glochidion_wrightii,194.045,3.7761157,1.219004668
Glottiphyllum_depressum,206.24805,0.377433932,0.118183629
Glycyrrhiza_glabra,275.9016,25.80507665,4.74594166
Glycyrrhiza_uralensis,74.42,6.10244,3.181046296
Gmelina_arborea,85.0124,3.202757158,1.332118401
Gmelina_asiatica,115.926,3.038188608,1.486401098
Gmelina_philippensis,150.7038,4.690203664,2.437974901
Gnidia_glauca,242,3.1944,0.923406482
Gochnatia_decora,375.38,10.773406,2.500510982
Gomphocarpus_sinaicus,383.645,4.6421045,1.065764981
Gomphrena_arborescens,541.5,7.581,1.182367308
Gomphrena_globosa,490,6.174,1.082961201
Gomphrena_pohlii,522,5.8986,1.118186742
Gomphrena_virgata,841,3.7845,0.549894284
Goniolimon_incanum,1425,8.55,0.822083643
Gonocalyx_portoricensis,200,8.22,2.613774546
Gonzalagunia_hirsuta,98,1.4896,0.676655989
Gordonia_axillaris,405.720725,9.992933597,2.230932635
Gordonia_haematoxylon,153.125,1.6078125,0.584283544
Gossypium_arboreum,419.05125,10.2248505,2.246129031
Gossypium_hirsutum,410.08525,13.57098452,3.027517186
Goupia_glabra,419.05125,10.05723,2.209307244
Grevillea_hilliana,340.605,8.378883,2.041605943
Grevillea_pulchella,67.64,1.799224,0.672925682
Grewia_chungii,43.245,3.0582864,2.091324895
Grewia_coriacea,288,2.7936,0.332048717
Grewia_eriocarpa,58.32,6.275232,3.695152219
Grewia_flava,26.86445,0.310015753,0.268971392
Grewia_malacocarpa,203,2.1721,0.362176776
Grewia_oligoneura,210,2.835,0.48156063
Greyia_sutherlandii,626.58,5.200614,0.93428131
Guaiacum_coulteri,31.92005,1.191575467,0.948420813
Guapira_cuspidata,630.125,16.38325,2.934931759
Guapira_fragrans,181.5,2.92245,0.954250293
Guarea_glabra,139.815,3.7173,1.419239301
Guarea_guidonia,420.5,6.43365,1.410865895
Guatteria,128,2.0992,0.834372799
Guettarda_odorata,578,8.5544,1.600062471
Gurania_lobata,364.5,2.7702,0.652489704
Gustavia_augusta,143.65125,2.513896875,0.943200577
Guzmania_berteroniana,968,1.7424,0.251838131
Gymnadenia_conopsea,1240.02,4.63395474,0.591764281
Gymnocladus_dioica,162,1.28871,0.318710488
Gymnosporia_heterophylla,112.35005,1.609976217,0.683036843
Gypsophila_elegans,480.5,4.6128,0.946300857
Gypsophila_perfoliata,1278.75,12.53175,1.352830577
Gyranthera_caribensis,480.5,7.83215,1.606739998
Haematocarpus_subpeltatus,990,11.583,0.931311597
Haematocarpus_validus,900,9.63,0.734858853
Haenianthus_incrassatus,109.52,5.103632,2.193026799
Haenianthus_salicifolius,312.5,10.21875,2.599465561
Hakea_pendula,352,2.9216,0.961415501
Haldina_cordifolia,325.125,10.078875,2.513611653
Halenia_corniculata,296.46125,6.560687463,1.713470715
Halesia_carolina,242,3.751,1.363017169
Hamamelis_virginiana,219.09,3.683937,1.06194708
Hamelia_patens,88.54836095,2.688689556,1.284877433
Hampea_nutricia,312.5,15.3125,3.895223623
Handroanthus_serratifolius,307.52,11.07072,2.838902572
Harrisonia_perforata,156.645,4.55993595,1.638369213
Haworthia_attenuata,354.8448,0.5322672,0.127063784
Haworthia_cymbiformis,155.76125,0.389403125,0.140307545
Hebe_xfranciscana,410.7971294,16.26268519,3.613343226
Hechtia_texensis,46.6578,0.318672774,0.209794519
Hedera_helix,592.8034926,11.94189778,1.772033635
Hedera_nepalensis,470.0725,8.20959575,1.698222107
Hedyosmum,1400.44,7.842464,0.33229357
Hedyosmum_angustifolium,1644.87,14.660667,0.425348509
Hedyosmum_anisodorum,1733.04,20.449872,0.923251568
Hedyosmum_arborescens,1274.99375,13.71932288,1.987949938
Hedyosmum_bonplandianum,1853.64,13.346208,0.896884532
Hedyosmum_brenesii,1575,9.2925,0.625691805
Hedyosmum_cuatrecazanum,1289.925,14.2581915,0.792859839
Hedyosmum_domingense,1380.165,15.9937485,0.688739354
Hedyosmum_goudotianum,1593.67,10.643308,0.621290816
Hedyosmum_maximum,1934.61,12.430092,0.426444619
Hedyosmum_mexicanum,1484.28,12.99002688,0.986675168
Hedyosmum_nutans,1416.99,13.744803,0.672931708
Hedyosmum_orientale,1609.605,10.05858391,0.73024016
Hedyosmum_peruvianum,1162.61,16.496556,0.901575694
Hedyosmum_racemosum,1516.5,21.8376,0.93487716
Hedyosmum_scabrum,1953.72,13.285296,0.544682992
Hedyosmum_translucidum,1751.57,10.451382,0.361852169
Hedysarum_fruticosum,257.645,9.0433395,2.533548838
Hedysarum_vicioides,489.2192,13.06998015,2.657262667
Helianthemum_ledifolium,352.398152,11.84762587,2.838087787
Helianthemum_nummularium,469.5533604,10.29140856,2.143993647
Helianthemum_salicifolium,454.51125,6.287254121,1.326172446
Helianthus_annuus,781.4934444,16.26835556,2.192439043
Helichrysum_plicatum,253.125,4.100625,1.159027764
Helicia_australasica,450,10.395,2.20358365
