species,s,f,g
Bursera_laxiflora,75.8912,2.061963904,1.064379871
Bursera_microphylla,107.31125,1.305977913,0.566923565
Bursera_simaruba,148.634881,6.357397301,2.290634042
Butea_monosperma,526.5952,87.13570774,13.42624691
Buxus_sempervirens,826.7769794,13.55272452,1.615434326
Byrsonima_aerugo,561.125,25.250625,4.793509888
Byrsonima_crassifolia,418.2699645,10.45674911,2.299215365
Cabomba_caroliniana,636.66,4.265622,0.166973989
Caesalpinia_bonduc,423.591,36.56861103,6.643802607
Caesalpinia_pumila,149.9912,2.149373896,0.789206012
Calamus,244.205,10.36161815,2.981683982
Calamus_rhabdocladus,190.125,10.91887875,3.560981639
Calathea,364.5,2.36925,0.558050405
Calathea_bachemiana,542.5218,2.60410464,0.502760488
Calathea_zebrina,497.3858,4.4764722,0.902610757
Calendula_arvensis,1006.65845,5.733926531,0.812685211
Calicarpa_americana,72,2.545979812,1.349273566
Calliandra,84.5,2.7378,1.339320972
Calliandra_eriophylla,56.8178,1.950555074,1.163663239
Calliandra_umbellifera,325.008,56.11588128,10.61936021
Callicarpa_americana,112.5,2.41875,0.931238006
Callicarpa_macrophylla,150.7038,5.430762137,1.911300315
Callicarpa_nudiflora,95.22,5.875074,2.707450699
Callicarpa_tomentosa,100.4692,2.797665343,1.696941933
Callipeltis_cucullaris,605.17205,7.419409333,1.356254542
Callisia_soconuscensis,2903.22,6.096762,0.508827497
Callistemon_laurifolia,338,12.2018,2.984536239
Callistemon_rigidus,612.5,15.86375,2.882465481
Calluna_vulgaris,434.7333401,14.08445696,3.032019117
Calophyllum_brasiliense,584.5416667,14.92825458,2.747192579
Calophyllum_ferrugineum,403.56405,5.609136731,1.255599388
Calophyllum_gracilipes,354.3122,3.669257143,0.876589773
Calophyllum_longifolium,301.6768634,13.90816167,4.203578596
Calothamnus_quadrifidus,145.92265,3.98857269,1.554028229
Calothamnus_sanguineus,191.0909,5.08301794,1.380595048
Calotropis_gigantea,162,1.296,0.457887512
Caltha_palustris,1657.756094,9.19280445,0.854050624
Calycogonium_squamulosum,128,7.04,2.79820146
Calycorectes,234.76,12.55624,3.706345025
Calyptranthes_krugii,450,13.95,2.957190179
Calyptranthes_rigida,75.645,1.5809805,0.817424602
Camelina_sativa,412.8022222,6.026912444,1.333936554
Camellia_chekiangoleosa,781.1486,1.02642926,0.092034174
Camellia_fraterna,1316.4552,1.430986802,0.117947226
Camellia_japonica,480.5,6.00625,1.232162575
Camellia_oleifera,567.3526,2.701529077,0.595094537
Camellia_salicifolia,521.645,6.6561902,1.310537654
Camellia_sasanqua,200,1.5,0.476966158
Campanula_armena,323.34245,6.457795411,1.614969126
Campanula_glomerata,540.5472,9.696335674,1.875435512
Campanula_pallida,703.2844,12.67177832,1.42630687
Campanula_patula,357.3355556,6.670263704,1.586778081
Campanula_persicifolia,528.9378125,14.54578984,2.844109453
Campanula_punctata,183.36125,3.510084409,1.165668564
Campanula_rapunculoides,450,10.8225,2.29420722
Campanula_sibirica_subsp._hohenackeri,446.4072,7.374646944,1.569592601
Campanula_stevenii,597.1968,8.723253658,1.605207092
Campanula_trachelium,564.48,6.886656,1.353598732
Camptotheca_acuminata,255.38,5.2148596,1.467440441
Campylotropis_macrocarpa,320.045,5.41196095,1.360380617
Canarium_album,116.5662667,9.69529219,4.113789825
Canarium_pimela,111.005,9.1201708,3.892628928
Canavalia_lineata,621.4663,8.489229658,1.005553906
Canna_indica,380.05245,4.142571705,0.95556354
Canna_tuerckheimii,480,5.76,1.807532592
Cannabis_sativa,249.922,10.8158023,3.090607153
Canthium_parvifolium,142.805,5.8321562,2.194667562
Capparidastrum_osmanthum,273.78,6.16005,1.674151215
Capparis_amplissima,253.125,6.51796875,1.842281785
Capparis_baducca,144.5,0.82365,0.308120138
Capsella_bursa-pastoris,264.1486,5.843883989,1.620661474
Capsicum_annuum,371.18888,7.903758741,1.665130905
Capsicum_baccatum,238.3057,8.089698039,2.356872115
Caragana_korshinskii,81.92,2.342912,1.164051807
Caragana_microphylla,59.405,2.601939,1.518087888
Caragana_pygmaea,59.405,1.6217565,0.946205464
Caraipa_richardiana,392.5,9.7845,2.222662296
Carallia_brachiata,292.82,5.9559588,1.565173987
Carapa_guianensis,800,8.8,1.39910073
Cardamine_amara,279.2672222,4.589291352,1.234943111
Cardamine_bulbifera,478.95125,5.005040563,1.02842648
Cardamine_leucantha,69.797225,1.419675557,0.764154159
Cardiocrinum_cathayanum,2723.22,10.4299326,0.898775949
Carduus_pycnocephalus,480.5,10.54217,2.162691751
Carduus_seminudus,593.0568,7.50216852,1.385319588
Carduus_thoermeri,302.58,10.2635136,2.653305501
Cardwellia_sublimis,320.045,7.937116,1.995117641
Carex,729.62,8.9232526,1.485546077
Carex_arenaria,957,8.1345,0.688913939
Carex_bostrychostigma,929.2361,3.951112759,0.582864537
Carex_cryptostachys,547.805,6.46957705,1.243008785
Carex_dimorpholepis,1352,18.54944,2.268578238
Carex_distans,772.245,9.26694,1.499581601
Carex_divisa,549.46125,6.941343971,1.331638478
Carex_divulsa,643.6872,9.189278467,1.628753194
Carex_duriuscula,120.125,2.6547625,1.089231716
Carex_forficula,752.55775,4.479555652,0.727695608
Carex_halleriana,565.48845,7.70534562,1.457107383
Carex_ivanoviae,486.72,13.968864,2.847297177
Carex_laxa,262.205,6.27456565,1.742506824
Carex_liparocarpos,539.8898,8.210104189,1.588939684
Carex_moorcroftii,541.205,10.5534975,2.039984258
Carex_nigra,366.1218,6.564563874,1.54278138
Carex_pallescens,512,7.614464,1.51326735
Carex_pediformis,59.405,4.2236955,2.464293352
Carex_pilosa ,911.4413125,11.01844475,1.617231854
Carex_polystachya,840.5,8.5731,1.329781648
Carex_siderosticta,1375.679263,12.56395464,1.555612811
Carissa_spinarum,590.5,11.682,1.55718318
Carissa_tetramera,331.5,17.7021,2.568246771
Carnarvonia_araliifolia,760.5,11.02725,1.798162416
Carpesium_divaricatum,521.645,8.32023775,1.638172067
Carpinus_betulus,647.2906415,14.00644952,1.533498559
Carpinus_caroliniana,110.66125,3.697044125,1.52081768
Carpinus_orientalis,273.963,9.9996495,1.918280716
Carpinus_viminea,410.7732,1.668971512,0.223368243
Carruanthus,264.0402,0.308927034,0.085493322
Carthamus_lanatus,374.55845,9.202901117,2.138337541
Carum_carvi,374.4763445,10.82985588,2.516644013
Carvalhoa_campanulata,315,4.725,0.858508922
Carya_alba,265.5965,6.821763775,1.695580104
Carya_cordiformis,185.8371889,8.190494413,2.774912869
Carya_glabra,162,6.182244,2.184237902
Carya_illinoinensis,220.900025,11.22629088,3.631534863
Carya_ovata,227.5,7.852527833,2.051761671
Caryota_maxima,981.245,8.76251785,1.257915568
Caryota_mitis,596.4084,26.48053296,4.693976565
Caryota_urens,778.18,6.346535294,1.008362572
Cascabela_thevetia,432,22.68,4.204465035
Casearia_guianensis,96.605,4.83025,2.209943199
Casearia_javitensis,277.0525,9.20124875,2.55184844
Casearia_nitida,364.5,5.103,1.201954718
Casearia_velutina,114.005,4.0380571,1.700676892
Cassia_fistula,191.5123996,11.07574099,2.536913643
Cassia_pruinosa,180.1202,1.0807212,0.362112707
Cassia_sieberiana,313.2161956,5.966768526,1.516101892
Cassia_sophera,344.6366,66.94221318,12.22532232
Cassia_sturtii,75.8912,0.783956096,0.404675895
Cassine_peragua,76.125,3.85755,2.000078089
Castanea_dentata,542.2334711,20.70048653,2.321084429
Castanea_pumila,200,12.82,4.076470764
Castanea_sativa,479.5328695,10.41892587,2.136100912
Castanopsis_carlesii,319.3213,4.811561401,1.464113986
Castanopsis_chinensis,285.7210167,10.75766223,2.364947325
Castanopsis_cuspidata,371.6016667,18.36146504,3.099053091
Castanopsis_echinocarpa,175.5938,8.223057654,2.790551559
Castanopsis_eyrei,423.9145667,5.158106548,1.289553369
Castanopsis_faberi,194.6125,8.788211425,2.750827591
Castanopsis_fargesii,395.1181,7.83434361,1.994103576
Castanopsis_fissa,269.0364,12.90393646,3.206739647
Castanopsis_hystrix,231.125,6.45301,1.908754969
Castanopsis_jucunda,154.88,5.6329856,2.035411742
Castanopsis_remotidenticulata,338,21.89226,5.354803662
Castanopsis_tibetana,477.7322,2.318912099,0.270006244
Castanopsis_wattii,218.19605,7.534745999,2.293804915
Catalepidia_heyana,292.82,9.95588,2.616318365
Catalpa_speciosa,312.5,12.65625,4.881143566
Catharanthus_pusillus,513,32.9346,4.757823925
Catharanthus_roseus,594,24.4134,2.834404178
Catunaregam_spinosa,295.245,4.428675,1.159027764
Caucalis_platycarpos,346.7134445,7.825322442,1.889853786
Caulophyllum_robustum,692.8025,5.05332395,0.858122534
Caulophyllum_robustum ,1065.1453,12.60182371,1.699929932
Cayratia_japonica,269.1625,2.917535525,0.792429985
Cayratia_oligocarpa,571.22,4.0099644,0.754484147
Ceanothus_oliganthus,146.1295,2.58649215,1.046129864
Ceanothus_spinosus,236.67,8.401785,1.564992132
Cecropia_obtusifolia,144.5,2.0519,0.767597537
Cecropia_peltata,162,8.1,2.861796948
Cecropia_sciadophylla,143.41,14.238627,5.44418712
Celtis,112.5,11.88,5.036762628
Celtis_australis_subsp._caucasica,213.4178,15.84413747,4.877132866
Celtis_laevigata,162,12.717,5.909410211
Celtis_occidentalis,198.25,10.76188425,2.780684219
Celtis_pallida,166.2389,4.824733237,1.878453371
Celtis_sinensis,107.6896796,9.995975432,4.064258932
Celtis_tenuifolia,165.2892562,3.254926891,1.138492647
Cenarrhenes_nitida,561.125,11.783625,2.236971281
Centaurea_aziziana,287.76005,4.66171281,1.235781158
Centaurea_diffusa,330.245,5.50518415,1.362275763
Centaurea_jacea,564.48,8.227296,1.557199113
Centaurea_macrocephala,318.0242,5.75623802,1.451509772
Centaurea_reflexa_subsp._sosnovskyi,3.841992,0.060768787,0.13941633
Centaurea_rhizantha,339.30125,8.086566691,1.974161815
Centaurea_solstitialis,146.8898,2.888881697,1.071877716
Centrolobium_paraense,226.845,13.6107,4.063751666
Cephalanthera_damasonium,970.6418,5.049278644,0.728804671
Cephalanthera_kurdica,1194.13845,9.422946509,1.226226477
Cephalanthus_tetrandra,340.605,13.04176545,3.177767949
Cephalaria_hirsuta,870.69645,7.471446237,1.138629925
Cephalophyllum,138.61125,0.578008913,0.220773326
Cerastium_fontanum_subsp._vulgare,648,5.9616,1.053141277
Cerastium_glomeratum,868.7225,6.60318085,1.009734177
Cerastium_nutans,837,7.3656,0.673165834
Cerastium_szowitsii,623.045,8.099585,1.459198466
Ceratonia_siliqua,224.04,3.97777,1.292160217
Ceratostigma_plumbaginoides,243,2.4543,0.996307167
Cercidiphyllum_japonicum,510.0530351,17.2856576,3.001405416
Cercidium_floridum_subsp._peninsulare,40.41005,0.760921242,0.538277614
Cercidium_microphyllum,107.31125,1.556013125,0.675463574
Cercis_canadensis,153.25,4.1223045,1.920742324
Ceriops_decandra,326.6,6.92392,1.420709165
Cestrum_bigibbosum,312.5,3.21875,0.818791905
Cestrum_diurnum,332.82,4.459788,1.099311601
Cestrum_elegans,850,12.41,0.995604475
Chaenomeles_speciosa,407.2658,7.37151098,1.642588774
Chaerophyllum_aureum,228.33845,7.459817162,2.219984608
Chaetocarpus_globosus,43.71125,1.14523475,0.778949331
Chaetocarpus_schomburgkianus,1200.5,10.0842,1.308795137
Chamaecrista_kirkii,336.1344538,5.092436975,1.249051808
Chamaecrista_mimosoides,292.8444105,4.436592819,1.165849275
Chamaecrista_rotundifolia,261.0134963,5.128915202,1.427596062
Chamaedorea_schiedeana,450,3.51,0.744067206
Chamaedorea_tepejilote,420.5,7.9054,1.733612996
Chascanum_marrubiifolium,444.383,8.734792248,1.981365829
Cheiranthera_filifolia,1260,11.466,0.945877207
Cheiranthera_linearis,1408,30.976,2.615561219
Chelidonium_majus,429.245,4.10787465,0.891611918
Chenopodium_album,502.3525,5.673850913,1.141387171
Chilopsis_linearis,264.0402,3.3005025,0.913390193
Chimarrhis_microcarpa,167.84,5.913266667,1.875006963
Chimonanthus_nitens_var._salicifolius,869.9136,2.309620608,0.186863561
Chionanthus_compactus,60.5,3.2428,1.874794978
Chionanthus_salicifolius,76.16666667,1.101816667,0.568649653
Chionanthus_virginicus,288,4.752,2.014304385
Chloranthus_angustifolius,1694,8.248289385,0.63851835
Chloranthus_elatior,1664.076667,7.897862953,0.387380606
Chloranthus_fortunei,1745.37,4.917388656,0.347922199
Chloranthus_henryi,1487.61,11.69408115,1.139948897
Chloranthus_japonicus,1485.186667,7.950660733,0.576739037
Chloranthus_nervosus,1362.55,12.51785435,0.562319443
Chloranthus_oldhamii,1454.64,6.725068583,0.58026368
Chloranthus_serratus,1414.153333,10.06720341,0.522093565
Chloranthus_sessilifolius,1639.94,10.18753529,0.850606256
Chloranthus_spicatus,1283.218333,10.64512716,0.875874517
Chondrodendron_platyphyllum,270,8.64,1.454392573
Chondrodendron_tomentosum,270,9.315,1.568016992
Christolea_crassifolia,417.605,3.674924,0.808680222
Chrozophora_oblongifolia,255.38,15.70587,4.41956842
Chrozophora_plicata,312.5,10.5,2.671010485
Chrozophora_rottleri,351.04,11.39888,2.373690947
Chrozophora_tinctoria,294.7933333,7.52121,1.949669313
Chrysobalanus_icaco,173.0902367,3.538194768,1.214697498
Chrysophyllum,124.82,1.99712,0.803846965
Chrysophyllum_argenteum_subsp._auratum,277.7525,17.794725,4.869824473
Chrysosplenium_flagelliferum,873.62,16.7210868,2.543984857
Chrysosplenium_lectus-cochleae,871.53125,16.68372272,2.54134008
Chrysosplenium_macrophyllum,1062.605,14.5789406,2.011181861
Chrysosplenium_sinicum,144.5,0.92191,0.34487833
Cicer_arietinum,408.250625,28.95117499,4.954346095
Cicer_reticulatum,316.5128,4.446371814,1.12388388
Cichorium_endivia,274.385,5.273630765,1.464130614
Cichorium_intybus,198.005,8.39580801,2.683092991
Cicuta_virosa,355.3778,6.519761119,1.555241516
Cinnamomum_camphora,335.3483403,11.63807382,2.815382211
Cinnamomum_cassia,92.7522,4.994891474,2.332250804
Cinnamomum_micranthum,291.3698,12.44294731,3.278025281
Cinnamomum_porrectum,350.998025,8.377510758,2.009178158
Cinnamomum_subavenium,293.412,1.202402376,0.219679029
Cinnamomum_tenuifolium,144.5,6.14125,2.297386994
Cinnamomum_validinerve,132.845,6.3579617,2.480599235
Circaea_cordata,320.142725,2.841086119,0.721259082
Cirsium_arvense,477.405,5.9866587,1.232118058
Cirsium_echinus,332.82,10.3739994,2.557130045
Cirsium_osseticum,205.071752,6.857599387,2.153428687
Cissus_alata,322.58,2.387092,0.467396954
Cissus_trifoliata,107.31125,0.411002088,0.178415551
Cistanthe_ambigua,239.805,2.39805,0.696370591
Cistanthe_celosioides,208.925,2.6797705,0.817551793
Cistanthe_cymosa,141.62,1.929413,0.755101024
Cistanthe_fenzlii,315.005,6.3946015,1.620190443
Cistanthe_grandiflora,624.8425,1.6527395,0.297595085
Cistanthe_lingulata,453.005,9.1960015,1.942937543
Cistanthe_longiscapa,121.68,1.39932,0.570451525
Cistanthe_parryi,372.645,5.366088,1.250032907
Cistanthe_picta,180.5,4.5125,1.510392834
Cistanthe_quadripetala,348.48,5.471136,1.317952888
Cistanthe_salsoloides,307.52,2.121888,0.544122993
Cistanthe_umbellata,283.22,6.79728,1.81628713
Cistus_albidus,360.7022518,5.364458672,1.270172722
Cistus_libanotis,1543.4568,8.95204944,1.024675937
Citharexylum_macrophyllum,312.5,5.90625,1.502443398
Citharexylum_montevidense,117.3512,1.604190904,0.665922343
Citharexylum_spinosum,402.5023,9.889481511,2.254584553
Citriobatus_pauciflorus,700,19.46,1.895740027
Citrullus_colocynthis,220.5,11.8188,3.579154049
Citrus_aurantiifolia,230.48045,10.41771634,3.085792975
Citrus_limon,158.42,16.364786,5.846778355
Citrus_reticulata,242,10.285,2.973089051
Citrus_sinensis,173.902225,7.963254355,2.54211197
Cladrastis_delavayi,210.125,5.90031,1.830405328
Clarisia_biflora,12.5,2.93,3.726695581
Clarisia_racemosa,220.5,24.255,7.345278833
Clathrotropis,364.5,2.916,0.686831267
Clausena_anisata,233.28,5.155488,1.517897101
Clausena_lenis,178.605,6.89593905,2.320373583
Claytonia_sibirica,1346.805,6.15489885,0.754188428
Cleistanthus_baramicus,110.2725,2.46932325,1.055192231
Cleistanthus_collinus,529.2,8.25552,1.139107574
Clematis_brevicaudata,691.92,7.7287464,1.321272572
Clematis_hexapetala,630.125,7.838755,1.404251965
Clematis_integrifolia,907.38,12.794058,1.909963283
Clematis_koreana,498.33245,5.166212509,1.040696244
Clematis_macropetala,877.805,6.1621911,0.935292479
Clematis_otophora,677.12,6.9133952,1.194730271
Clematis_viticella,1040,14.768,1.617372041
Cleome_droserifolia,356.445,2.281248,0.543359847
Clerodendrum_fortunatum,310.005,5.24218455,1.338872623
Clethra_alnifolia,55.125,0.826875,0.500814466
Clethra_fargesii,508.805,6.6958738,1.334882007
Clethra_occidentalis,212.18,2.079364,0.641932853
Cleyera_albopunctata,684.5,19.166,3.294246264
Cleyera_japonica,574.6686272,5.842127203,1.160238281
Cleyera_theoides,63.845,1.1683635,0.657545545
Clidemia_plumosa,684.5,53.87015,9.259185036
Clinopodium_chinense,567.845,8.69370695,1.640595055
Clinopodium_vulgare,262.205,5.267960655,1.462963001
Clintonia_udensis,2590.5602,10.62388738,0.938637538
Clitandra_cymulosa,320,10.048,1.619031411
Clitoria_ternatea,328.0662,23.60108243,5.076696696
Clusia,707.1666667,8.09415,1.396765003
Clusia_alata,394.4649154,4.24049784,1.070094251
Clusia_aripoensis,509.2899955,6.417053944,1.14568789
Clusia_clusioides,648,11.4696,2.026152239
Clusia_criuva,515.205,9.5312925,1.888309019
Clusia_flava,450,13.635,2.890414917
Clusia_grandiflora,556.8718899,7.456514606,1.921936356
Clusia_havetioides,220.5,3.8808,1.175244613
Clusia_hilariana,638.658261,4.726071131,0.98196473
Clusia_lanceolata,281.821193,3.6143568,1.910374908
Clusia_minor,404.90375,8.03255196,1.477919095
Clusia_multiflora,448.9036537,5.297063113,0.572186871
Clusia_rosea,732.0945504,8.80249211,1.395153787
Clusia_tocuchensis,356.4363871,5.535813529,1.419346407
Clusia_uvitana,118.4137546,1.666928544,0.744809216
Clypeola_jonthlaspi,206.65445,3.922921424,1.22715249
Coccoloba,357.1460417,7.807140417,1.847356175
Coccoloba_barbadensis,544.5,7.1874,1.385109723
Coccoloba_diversifolia,187.8816568,2.459900372,0.807024338
Coccoloba_manzinellensis,138.880917,8.034203062,4.170397677
Coccoloba_uvifera,569.8121302,6.872183305,1.291612674
Cocculus_orbiculatus,108.045,3.23162595,1.398073663
Codiaeum_variegatum,698.64,20.400288,2.052255946
Coffea_arabica,609.005,7.795264,1.420468814
Coffea_stenophylla,426.32,6.139008,1.337031534
Colchicum_autumnale,504,2.3688,0.2776712
Colocasia_esculenta,353.78,2.865618,0.685114189
Colubrina_texensis,162,5.9778,2.441649901
Colutea_arborescens,277.77245,3.861037055,1.041767224
Colutea_cilicica,283.6962,4.944824766,1.320186997
Commelina_communis,1082.25,7.089075,0.967764335
Conandron_ramondioides,492.98,5.0333258,1.01941659
Conceveiba_guianensis,326.25,7.13025,1.798162416
Condaliopsis_obtusifolia,200,5.92,2.146576824
Connellia_quelchii,962,20.5868,2.17478891
Conocarpus_erectus,321.3683958,4.537829785,1.126462701
Conospermum_caeruleum,382.122,11.8839942,2.741757749
Conospermum_crassinervium,267.1691,8.30895901,3.031933262
Conospermum_longifolium,317.52,4.7628,1.201954718
Conostegia_montana,42.96645,1.430782785,0.981567735
Convallaria_majalis,926.7925,4.451012663,0.696270211
Convolvulus_arvensis,628.0064423,7.936802209,0.962649229
Convolvulus_cantabrica,364.0951125,5.699908986,1.343296246
Convolvulus_lanatus,312.5,4,1.017527804
Convolvulus_lineatus,409.4091125,6.715537672,1.49249657
Corchorus_aestuans,249.695,9.476411167,2.846619549
Corchorus_capsularis,413.9,21.6349669,4.782112915
Corchorus_fascicularis,262.4,8.320704,2.309880231
Corchorus_olitorius,357.32125,9.03697615,2.331634079
Corchorus_pseudocapsularis,279.2,8.4692528,2.279285323
Corchorus_pseudo-olitorius,260.6,8.4921722,2.365608603
Corchorus_tridens,277.39,5.7705429,1.64146293
Corchorus_trilocularis,326.1,10.3217172,2.570323939
Corchorus_urticifolius,141.4,9.7649426,3.692804315
Cordia_alliodora,450,19.8,4.19730219
Cordia_dichotoma,78.125,8.8484375,4.501765588
Cordia_exaltata,563.125,12.8649375,2.468299868
Cordia_megalantha,264.5,8.96655,2.479270089
Cordia_nodosa,610.75125,6.71826375,1.222464263
Cordia_viridis,406.125,12.996,2.899954241
Coriaria_nepalensis,512,10.07616,2.002494718
Cornus_alternifolia,212.3048669,3.919474465,1.209648438
Cornus_bretschneideri,456.02,5.2761514,1.111057687
Cornus_florida,259.050625,1.744307125,0.521880193
Cornus_kousa,619.7505,3.264100128,0.665014507
Cornus_mas,507.5298,4.74540363,0.947226172
Cornus_sanguinea,378.351445,6.761432038,1.536272202
Cornus_ulotricha,259.92,3.1086432,0.867086318
Cornus_walteri,239.805,3.5203374,1.022272027
Coronilla_scorpioides,275.1858,5.101944732,1.383037782
Corydalis_raddeana,172.98,1.7107722,0.584932217
Corylopsis_glandulifera,535.3799,0.907468931,0.122092949
Corylus_americana,684.5,23.7432515,3.625652132
Corylus_avellana,510.7550934,6.320658192,1.118649989
Corylus_colurna,579.42,7.416576,0.834657615
Corylus_heterophylla,305.045,2.3366447,0.601619673
Corylus_sieboldiana,430.57361,3.253028325,0.712180969
Corymbia_calophylla,432.474,11.5038084,2.489060597
Corymbia_ficifolia,242,7.9376,2.294525197
Corymbia_maculata,760.5,18.4041,3.001071066
Corymbia_tessellaris,800,23.28,3.701257386
Cosmos_bipinnatus,176.53205,5.243001885,1.774514433
Cosmos_parviflorus,222.39405,6.204793995,1.871014227
Cota_triumfetti,632.9682,4.599779909,0.82216202
Cotinus_coggygria,224.423298,6.241211917,1.873467931
Cotoneaster_horizontalis,271.445,8.14063555,2.221921409
Cotoneaster_multiflorus,356.445,6.7082949,1.597817551
Cotoneaster_nummularioides,368.398368,7.994244586,1.872965972
Cotoneaster_nummularius,602.114402,10.70559407,1.961925757
Cotyledon_orbiculata,107.31125,0.2146225,0.09316739
Cotylelobium_burckii,124.82,5.479598,2.20555511
Couepia_guianensis,205.03125,7.17609375,2.253665096
Couratari_guianensis,255.38,6.3845,1.796572528
Couratari_multiflora,288,10.5408,2.793113821
Couratari_tauari,112.5,2.514375,1.066019363
Cousinia_belangeri,291.2008445,5.678416468,1.496381158
Coutarea_hexandra,392,12.9752,2.947014901
Craibiodendron_scleranthum,364.5,12.56067,2.958525685
Crassocephalum_crepidioides,680.805,9.3406446,1.609818019
Crataegus_cuneata,459.045,9.8143821,2.059902364
Crataegus_marshallii,612.5,13.16875,2.48802884
Crataegus_meyeri,759.7202,9.630213255,1.571159848
Crataegus_monogyna,736.6449705,7.952469623,1.277606468
Crataegus_pedicellata,741.2,15.32374,2.456121332
Crataegus_pinnatifida,663.131725,9.35159469,1.626373514
Crataegus_viridis,800,19.84,2.508959895
Crataeva_tapia,486.7525,3.92289,0.826582352
Cratoxylum_cochinchinense,194.715625,9.184342839,2.988580435
Crepis_foetida,475.6453245,8.515002599,1.755716835
Crepis_sancta,461.0773445,9.493582523,1.988174699
Crotalaria_aegyptiaca,264.5,7.06215,1.952699451
Crotalaria_pallida,280.9158,3.233340858,0.660868851
Crotalaria_retusa,637.5186,6.419812302,0.927739792
Croton_bonplandianus,290.25,7.6788,1.471888663
Croton_hircinus,128,2.3424,0.93103794
Croton_laui,153.125,6.253625,2.272584754
Croton_matourensis,255.38,20.4304,5.749032091
Croton_megalodendron,196.25,5.340175,1.727412435
Croton_oblongifolius,162,8.0352,2.838902572
Croton_schiedeanus,84.5,2.50965,1.227710891
Croton_sylvaticus,181.964497,5.196308424,1.732259271
Cruciata_laevipes,442.8288,4.00760064,0.856402276
Cruciata_taurica,423.11405,5.764928931,1.260307553
Crudia_glaberrima,288,15.264,4.04467302
Crupina_crupinastrum,498.8692845,4.048324244,0.815066815
Cryptocarya_alba,260.239,9.2384845,1.366187795
Cryptocarya_chinensis,216.8612625,9.048567036,2.469246271
Cryptocarya_concinna,238.4086667,18.90506631,5.101775962
Cucumis_dipsaceus,389.48405,10.67186297,2.431681586
Cucumis_melo,220.5,10.2312,3.098372162
Cucumis_sativus,178.35,9.652738333,2.803676027
Cucurbita_maxima,144.5,8.97345,3.35688782
Cucurbita_pepo,320,8.608,0.622718237
Cunonia_capensis,91.75,3.0128,1.410865895
Cupania_dentata,98,9.6628,4.389360563
Curarea_candicans,270,6.534,1.099884383
Curarea_toxicofera,225,5.31,0.81040509
Curtisia_dentata,112.5,2.35125,0.99685927
Cussonia_spicata,231.125,6.1017,1.804839942
Cyathea_furfuracea,273.78,5.448222,1.480693741
Cyathea_hystricosa,737.28,7.299072,1.208823031
Cybianthus_nemophilus,840.5,4.28655,0.664890824
Cybianthus_sintenisii,312.5,4.96875,1.263960319
Cyclamen_persicum,1485,10.098,0.74299333
Cyclobalanopsis_hefleriana,423.405,16.258752,3.55320709
Cyclosorus_parasiticus,468.18,4.728618,0.982741072
Cymbidium_ensifolium,468.18,6.273612,1.303834689
Cymbocarpum_anethoides,526.8258,5.668118782,1.110495313
Cymbopetalum_baillonii,98,3.5868,1.629316396
Cynanchum_bungei,335.405,4.9237454,1.208988379
Cynanchum_mongolicum,174.845,2.6751285,0.90976525
Cynoglottis_barrelieri,251.38,0.800185,0.229102745
Cynoglottis_chetikiana,393.3625,0.7735885,0.176254894
Cynometra_retusa,242,8.0344,2.322507212
Cyperus_rotundus,658.845,6.72680745,1.178497522
Cypripedium_formosanum,1965.01805,9.03908303,0.916964259
Cypripedium_irapeanum,611.45045,8.254581075,1.501155589
Cypripedium_parviflorum_var._pubescens,1841.0312,3.86616552,0.405192291
Cyrilla_racemiflora,259.25,9.52455,2.83188989
Cytisus_scoparius,209.2801124,2.688978029,0.833112883
Dacryodes_expansa,101.24645,2.296066993,1.026138442
Dacryodes_rostrata,158.95445,4.313864819,1.538655845
Dactylorhiza_incarnata,2145.5,11.07485,0.723338631
Dactylorhiza_umbrosa,1929.4472,8.001417538,0.819146895
Dahlia_coccinea,218.19605,11.04072013,3.361129639
Dalbergia_hancei,103.68,1.1581056,0.511460351
Dalbergia_hupeana,240.1141,0.899467419,0.215432406
Dalbergia_odorifera,153.125,4.57996875,1.664373408
Dalbergia_sissoo,322.1176,3.707573576,0.821774658
Dalechampia_scandens,180.5,7.22,2.416628534
Damnacanthus_indicus,288,2.16,0.57235939
Damnacanthus_macrophyllus,612.5,4.59375,0.834690776
Damnacanthus_major,722,5.415,0.9062357
Daphne_gnidium,845.3466667,18.4043962,2.829382328
Daphne_mezereum,216.7197454,6.811332859,2.080626702
Daphniphyllum_calycinum,278.48,5.6865616,1.532371434
Daphniphyllum_macropodum,350.9710648,8.895713452,1.700028988
Daphniphyllum_pentandrum,397.3174,1.306776929,0.191943406
Daphnopsis_americana,504.1666667,11.89,2.372111692
Darlingia_ferruginea,744.98,13.186146,2.172485456
Darwinia_leiostyla,609.84,13.538448,1.44270866
Dasiphora_fruticosa,176.72,2.0579044,0.696135287
Dasylirion_wheeleri,149.9912,1.075436904,0.394878374
Datura_stramonium,584,9.3072,1.01204317
Daucus_broteroi,204.62645,6.1387935,1.929805075
Davidia_involucrata,392,5.00192,1.136069793
Decaspermum_gracilentum,315.75845,7.201818728,1.822535513
Delairea_odorata,720,8.208,0.46937636
Delonix_regia,340.7352,51.47827402,8.473351824
Delphinium_tuberosum,1249.0002,10.30674965,1.311450122
Dendranthema_chanetii ,1012.2125,6.6437798,1.025035251
Dendranthema_oreastrum,881.58005,5.624480719,0.851849475
Dendrobium_aphyllum,631,1.52702,0.273364019
