species,s,alpha,g
Corchorus_pseudo-olitorius,260.6,2808.108381,2.365608603
Corchorus_tridens,277.39,4183.638874,1.64146293
Corchorus_trilocularis,326.1,2833.258018,2.570323939
Corchorus_urticifolius,141.4,1306.637186,3.692804315
Cordia_alliodora,450,1822.727273,4.19730219
Cordia_dichotoma,78.125,804.7992451,4.501765588
Cordia_exaltata,563.125,3938.790709,2.468299868
Cordia_megalantha,264.5,2685.352507,2.479270089
Cordia_nodosa,610.75125,8480.157841,1.222464263
Cordia_viridis,406.125,2718.875,2.899954241
Coriaria_nepalensis,512,4569.300813,2.002494718
Cornus_alternifolia,212.3048669,5204.3618,1.209648438
Cornus_bretschneideri,456.02,8187.022351,1.111057687
Cornus_florida,259.050625,17516.80291,0.521880193
Cornus_kousa,619.7505,55779.11501,0.665014507
Cornus_mas,507.5298,10187.65737,0.947226172
Cornus_sanguinea,378.351445,5758.032707,1.536272202
Cornus_ulotricha,259.92,8101.284013,0.867086318
Cornus_walteri,239.805,6572.184101,1.022272027
Coronilla_scorpioides,275.1858,5118.557458,1.383037782
Corydalis_raddeana,172.98,9938.243458,0.584932217
Corylopsis_glandulifera,535.3799,58461.67025,0.122092949
Corylus_americana,684.5,2198.424439,3.625652132
Corylus_avellana,510.7550934,8340.718597,1.118649989
Corylus_colurna,579.42,7233.08,0.834657615
Corylus_heterophylla,305.045,12749.78529,0.601619673
Corylus_sieboldiana,430.57361,12975.94656,0.712180969
Corymbia_calophylla,432.474,3326.924496,2.489060597
Corymbia_ficifolia,242,2806.780488,2.294525197
Corymbia_maculata,760.5,3371.731405,3.001071066
Corymbia_tessellaris,800,2636.426117,3.701257386
Cosmos_bipinnatus,176.53205,3190.471317,1.774514433
Cosmos_parviflorus,222.39405,3361.835341,1.871014227
Cota_triumfetti,632.9682,13127.86846,0.82216202
Cotinus_coggygria,224.423298,3371.405541,1.873467931
Cotoneaster_horizontalis,271.445,3062.999815,2.221921409
Cotoneaster_multiflorus,356.445,4957.051281,1.597817551
Cotoneaster_nummularioides,368.398368,4239.896563,1.872965972
Cotoneaster_nummularius,602.114402,5022.182561,1.961925757
Cotyledon_orbiculata,107.31125,49892.68875,0.09316739
Cotylelobium_burckii,124.82,2153.084328,2.20555511
Couepia_guianensis,205.03125,2652.111607,2.253665096
Couratari_guianensis,255.38,3744.62,1.796572528
Couratari_multiflora,288,2444.240437,2.793113821
Couratari_tauari,112.5,4361.772931,1.066019363
Cousinia_belangeri,291.2008445,4837.004284,1.496381158
Coutarea_hexandra,392,2629.148036,2.947014901
Craibiodendron_scleranthum,364.5,2537.415264,2.958525685
Crassocephalum_crepidioides,680.805,6607.824738,1.609818019
Crataegus_cuneata,459.045,4218.223475,2.059902364
Crataegus_marshallii,612.5,4038.662791,2.48802884
Crataegus_meyeri,759.7202,7129.203751,1.571159848
Crataegus_monogyna,736.6449705,9418.986632,1.277606468
Crataegus_pedicellata,741.2,5327.589967,2.456121332
Crataegus_pinnatifida,663.131725,6267.187886,1.626373514
Crataegus_viridis,800,3232.258065,2.508959895
Crataeva_tapia,486.7525,12194.40692,0.826582352
Cratoxylum_cochinchinense,194.715625,1928.321473,2.988580435
Crepis_foetida,475.6453245,5110.322724,1.755716835
Crepis_sancta,461.0773445,4395.649222,1.988174699
Crotalaria_aegyptiaca,264.5,3480.818352,1.952699451
Crotalaria_pallida,280.9158,8407.181507,0.660868851
Crotalaria_retusa,637.5186,9292.967994,0.927739792
Croton_bonplandianus,290.25,4086.966312,1.471888663
Croton_hircinus,128,5336.480874,0.93103794
Croton_laui,153.125,2295.454824,2.272584754
Croton_matourensis,255.38,994.62,5.749032091
Croton_megalodendron,196.25,3371.251375,1.727412435
Croton_oblongifolius,162,1854.129032,2.838902572
Croton_schiedeanus,84.5,3282.503367,1.227710891
Croton_sylvaticus,181.964497,3319.838749,1.732259271
Cruciata_laevipes,442.8288,10606.89496,0.856402276
Cruciata_taurica,423.11405,6916.335491,1.260307553
Crudia_glaberrima,288,1598.792453,4.04467302
Crupina_crupinastrum,498.8692845,11823.98962,0.815066815
Cryptocarya_alba,260.239,2556.662408,1.366187795
Cryptocarya_chinensis,216.8612625,2234.607383,2.469246271
Cryptocarya_concinna,238.4086667,1145.22178,5.101775962
Cucumis_dipsaceus,389.48405,3260.150986,2.431681586
Cucumis_melo,220.5,1934.672414,3.098372162
Cucumis_sativus,178.35,1675.608462,2.803676027
Cucurbita_maxima,144.5,1465.805958,3.35688782
Cucurbita_pepo,320,3397.472119,0.622718237
Cunonia_capensis,91.75,2995.636451,1.410865895
Cupania_dentata,98,916.198783,4.389360563
Curarea_candicans,270,3862.231405,1.099884383
Curarea_toxicofera,225,4012.288136,0.81040509
Curtisia_dentata,112.5,4672.188995,0.99685927
Cussonia_spicata,231.125,3556.753788,1.804839942
Cyathea_furfuracea,273.78,4751.345628,1.480693741
Cyathea_hystricosa,737.28,9363.730101,1.208823031
Cybianthus_nemophilus,840.5,18767.34314,0.664890824
Cybianthus_sintenisii,312.5,5976.808176,1.263960319
Cyclamen_persicum,1485,13220.88235,0.74299333
Cyclobalanopsis_hefleriana,423.405,2180.761667,3.55320709
Cyclosorus_parasiticus,468.18,9432.810099,0.982741072
Cymbidium_ensifolium,468.18,6994.506567,1.303834689
Cymbocarpum_anethoides,526.8258,8767.718303,1.110495313
Cymbopetalum_baillonii,98,2634.240437,1.629316396
Cynanchum_bungei,335.405,6476.584101,1.208988379
Cynanchum_mongolicum,174.845,6361.102712,0.90976525
Cynoglottis_barrelieri,251.38,32248.62,0.229102745
Cynoglottis_chetikiana,393.3625,50111.68801,0.176254894
Cynometra_retusa,242,2770.048193,2.322507212
Cyperus_rotundus,658.845,9135.474295,1.178497522
Cypripedium_formosanum,1965.01805,19774.11238,0.916964259
Cypripedium_irapeanum,611.45045,6795.956957,1.501155589
Cypripedium_parviflorum_var._pubescens,1841.0312,45778.01642,0.405192291
Cyrilla_racemiflora,259.25,2300.543148,2.83188989
Cytisus_scoparius,209.2801124,7883.4379,0.833112883
Dacryodes_expansa,101.24645,4308.313476,1.026138442
Dacryodes_rostrata,158.95445,3525.779696,1.538655845
Dactylorhiza_incarnata,2145.5,21800.70305,0.723338631
Dactylorhiza_umbrosa,1929.4472,22184.37002,0.819146895
Dahlia_coccinea,218.19605,1758.088535,3.361129639
Dalbergia_hancei,103.68,8848.871477,0.511460351
Dalbergia_hupeana,240.1141,26455.02738,0.215432406
Dalbergia_odorifera,153.125,3190.238424,1.664373408
Dalbergia_sissoo,322.1176,8365.979707,0.821774658
Dalechampia_scandens,180.5,2319.5,2.416628534
Damnacanthus_indicus,288,13045.33333,0.57235939
Damnacanthus_macrophyllus,612.5,12720.83333,0.834690776
Damnacanthus_major,722,12611.33333,0.9062357
Daphne_gnidium,845.3466667,3930.700979,2.829382328
Daphne_mezereum,216.7197454,2965.032636,2.080626702
Daphniphyllum_calycinum,278.48,4618.679647,1.532371434
Daphniphyllum_macropodum,350.9710648,3984.537177,1.700028988
Daphniphyllum_pentandrum,397.3174,30007.06083,0.191943406
Daphnopsis_americana,504.1666667,3748.537365,2.372111692
Darlingia_ferruginea,744.98,4904.737514,2.172485456
Darwinia_leiostyla,609.84,3894.664505,1.44270866
Dasiphora_fruticosa,176.72,4116.968278,0.696135287
Dasylirion_wheeleri,149.9912,13797.01019,0.394878374
Datura_stramonium,584,7875.456134,1.01204317
Daucus_broteroi,204.62645,3128.706883,1.929805075
Davidia_involucrata,392,7444.990596,1.136069793
Decaspermum_gracilentum,315.75845,4068.668067,1.822535513
Delairea_odorata,720,8051.929825,0.46937636
Delonix_regia,340.7352,321.1657796,8.473351824
Delphinium_tuberosum,1249.0002,10869.27416,1.311450122
Dendranthema_chanetii ,1012.2125,13551.6134,1.025035251
Dendranthema_oreastrum,881.58005,14792.40114,0.851849475
Dendrobium_aphyllum,631,40691.31405,0.273364019
Dendrobium_chrysanthum,898,19263.29032,0.668391856
Dendrobium_chrysotoxum,692,14933,0.757084449
Dendrobium_crepidatum,793,17160.32136,0.705347438
Dendrobium_crumenatum,609,16722.02253,0.640318079
Dendrobium_crystallinum,781,12359.60447,0.956360165
Dendrobium_denneanum,701,18202.59168,0.629833832
Dendrobium_fimbriatum,644,18925.47162,0.583143096
Dendrobium_gibsonii,788,17833.97393,0.677873566
Dendrobium_henryi,760,22880.66194,0.524394911
Dendrobium_jenkinsii,388,11199.48552,0.764430423
Dendrobium_lindleyi,376.4768,8395.453025,0.994684304
Dendrobium_loddigesii,676,38083.68992,0.301650715
Dendrobium_longicornu,961,15432.44262,0.85036002
Dendrobium_moniliforme,640,8209.557522,1.285522656
Dendrobium_moschatum,541.8632,19866.30007,0.512923047
Dendrobium_nobile,1222,25233.02646,0.594208291
Dendrobium_pendulum,1226,21975.85615,0.67863118
Dendrobium_polyanthum,795,31672.53247,0.390522072
Dendrobium_salaccense,263,5386.717514,1.290810368
Dendrobium_thyrsiflorum,698,16784.51748,0.679571324
Dendrolobium_triangulare,67.28,1826.659394,1.947548216
Dendropanax_arboreus,312.464117,4899.647461,1.742240726
Dendropanax_dentiger,472.8536,28526.24577,0.758287725
Dendropanax_pendulus,235.445,8693.126429,0.772812367
Dendropanax_trifidus,312.5,4687.5,1.589887193
Dendrotrophe_varians,176.72,2351.085865,2.364887245
Descurainia_pinnata,161.0581415,8136.043308,0.68782229
Desmodium_gangeticum,198.1612,5363.574061,0.910514811
Desmodium_multiflorum,174.845,4368.544368,1.3087538
Desmos_chinensis,278.48,3640.015298,1.915089079
Deuterocohnia_brevifolia,40.41005,14600.87838,0.195243553
Deutzia_glabrata,224.72,3633.304691,1.747298744
Deutzia_grandiflora,364.5,5439.330528,1.479262842
Deutzia_parviflora,565.8297333,12362.02898,0.866915246
Deutzia_scabra,456.02,10449.10541,0.88058764
Dialium_guianense,190.25,2607.638386,2.289119581
Dianella_ensifolia,389.205,2143.723065,3.502496049
Dianthus_cretaceus,544.5,11083.40698,0.902419971
Dianthus_crinitus,612.5,11435.69277,0.923724459
Diarthron_linifolium,216.32,4859.822132,1.302944353
Dictyocaryum_fuscum,128,5248.344086,0.946300857
Dictyophleba_lucida,243.36,968.7612121,2.946303251
Digitalis_nervosa,609.005,8411.381073,1.230259162
Dilomilis_montana,512,7821.333333,1.221033364
Dimorphanthera_denticulifera,701.25,2222.726608,0.71171375
Dimorphanthera_microphylla,756,3960.981132,0.560639372
Dioscorea_cirrhosa,180.5,5221.985143,1.118294854
Diospyros_capreifolia,420.5,5829.5,1.475415315
Diospyros_ferruginescens,359.6562,36203.4151,0.233245037
Diospyros_kaki,601.22925,28906.42099,1.57354638
Diospyros_lissocarpoides,563.125,4040.049603,2.321632774
Diospyros_lotus,456.02,4768.640397,1.837998629
Diospyros_lycioides,295.48805,7921.438819,0.940744838
Diospyros_morrisiana,439.3143,5636.140221,1.481770866
Diospyros_pendula,213.4178,2492.575976,2.4277269
Diospyros_strigosa,290.405,4124.606038,1.735727545
Diospyros_sumatrana,243.3218,5041.811121,1.327229116
Diospyros_texana,253.0301,3830.829303,2.255373331
Diospyros_virginiana,200,3504.702739,2.45374512
Diplolaena_microcephala,400,4104.504505,1.016440282
Diplorhynchus_condylocarpon,255,3078.333333,1.249893245
Diplospora_dubia,483.145,4376.235209,2.02980262
Diplotaxis_ibicensis,281.2705457,3122.456162,2.215739755
Diplotaxis_tenuifolia,572,6946.796992,0.487389906
Diplotropis_purpurea,684.5,4578.657895,2.235381394
Dipterocarpus_alatus,149.645,1636.069286,3.080565426
Dipterocarpus_borneensis,148.8825,4980.123722,1.083428628
Dipterocarpus_confertus,220.0802,5093.698428,1.255446854
Dipterocarpus_globosus,190.9058,5385.716997,1.114165217
Dipterocarpus_intricatus,206.045,870.3812648,5.996641122
Dipterocarpus_kunstleri,291.8528,6888.444464,1.069918784
Dipterocarpus_retusus,278.48,2896.123175,2.363844279
Dipterocarpus_tuberculatus,283.22,1795.782079,3.640142122
Dipterocarpus_turbinatus,178.605,2466.897646,2.271694417
Dipteryx_odorata,420.5,1960.452381,3.872965203
Dipteryx_oleifera,103.8033333,8824.083126,0.542024342
Distylium_myricoides,257.645,2021.817047,3.166575143
Distylium_racemosum,264.5,5449.785714,1.279859191
Dodonaea_microzyga,88.7112,8244.622133,0.508255138
Dodonaea_viscosa,128.1956,4248.813286,1.180904612
Doellingeria_scabra,857.187025,11334.96196,1.079863528
Doronicium_hyrcanum,655.4734245,10333.53756,1.04768383
Dorstenia_indica,264.5,10152.16667,0.702094185
Dorycnium_pentaphyllum_subsp._herbaceum,256.51125,6678.30151,1.038555652
Dracaena_cambodiana,262.205,10548.60581,0.673555709
Dracontomelon_duperreanum,139.445,1554.608871,3.13462477
Drapetes_ericoides,272,1482.385965,0.976670245
Drimys_winteri,669.78,6963.807786,1.524574627
Droguetia_iners,264.5,8664.071429,0.819109882
Dryobalanops_lanceolata,167.0792,5392.18253,1.045575449
Dryobalanops_sumatrensis,146.37605,6095.821203,0.871583155
Drypetes_variabilis,1012.5,6898.694497,1.81008657
Dubautia_ciliolata,1151.25,8671.932711,0.972727313
Dubautia_knudsenii,778.22,11416.90195,0.754835444
Dubautia_scabra,1000.855,4345.767603,2.343190695
Dudleya,271.67805,59608.56147,0.123781303
Duguetia_pycnastera,364.5,3627.515968,2.150640406
Duranta_erecta,115.926,3699.702816,3.234722405
Duroia,375.0625,4972.159722,1.639571168
Duroia_kotchubioides,200,4477.268475,1.359671528
Dussia_mexicana,24.5,414.0964912,5.074919921
Dysoxylum_gotadhora,290.405,5513.425528,1.320379056
Dyssodia_papposa,249.31445,5156.090955,1.313580698
Dystovomita_clusiifolia,840.5,14544.11538,0.847409874
Ebenopsis_ebano,60.39005,2129.231146,1.595971056
Ecclinusa_guianensis,159.61875,3583.776763,1.61509088
Ehretia_anacua,264.5,1164.071429,7.344099096
Ehretia_corylifolia,200,3015.434084,1.977819668
Ehretia_rigida,127.6802,8089.246669,0.618391711
Eidothea_hardeniana,420.5,7331.437984,1.189553598
Elaeagnus_glabra,128,2094.222222,2.289437558
Elaeagnus_rhamnoides,399.2333519,4238.082269,1.937044267
Elaeis_guineensis,1354.535113,3611.22877,8.916376151
Elaeocarpus_chinensis,300.57945,23594.72574,1.034740974
Elaeocarpus_dubius,238.203125,3148.312589,2.051289707
Elaeocarpus_japonicus,444.68725,23681.61033,0.87256812
Elaeocarpus_petiolatus,262.205,8441.015191,0.836665416
Elaeocarpus_sylvestris,279.360125,9357.374698,1.93592719
Elatostema_involucratum,302.58,9727.510271,0.779877826
Eleocharis_debilis,1152,7181.333333,1.831550047
Eleutharrhena_macrocarpa,675,49325,0.159721807
Eleutherococcus_henryi,305.045,7157.641567,1.052441726
Eleutherococcus_nodiflorus,408.98,7841.845083,1.102211555
Eleutherococcus_senticosus,418.8878,8802.131264,1.096995097
Eleutherococcus_sessiliflorus,361.5361,13567.01052,0.613876941
Eleutherococcus_trifoliatus,297.68,4523.920771,1.609143907
Elymus_repens,267.4244444,12846.51908,1.623673928
Embelia_vestita,283.22,3683.459889,1.907858272
Embothrium_coccineum,471.245,5739.935124,1.571667086
Emex_spinosa,386.42,8088.156271,1.04309319
Empetrum_nigrum,486.2851452,3088.887269,2.775906153
Encelia_farinosa,34.69445,2782.206958,0.940306983
Endlicheria_tschudyana,72,1851.076923,1.984179217
Endonema_lateriflora,1062,2327.830508,2.704743292
Endonema_retzioides,1102,2032.796238,3.19949422
Endospermum_chinense,378.663025,4987.591086,1.64239972
Enemion_raddeanum,336.2526833,7975.191904,0.99450575
Engelhardia_roxburghiana,220.7086125,2287.942971,2.694639507
Epilobium_angustifolium,242,3279.126761,1.986723037
Epimedium_sutchuenense,262.205,2841.457322,2.346158374
Epipactis_helleborine,1494.40445,18268.4414,0.879621624
Eranthis_hyemalis,2750,28500,0.257036366
Eremogone_dianthoides,660.66125,7502.604056,1.415913787
Eremogone_gypsophiloides,568.9576445,9957.358145,1.019001629
Erica_multiflora,82.35,2734.551408,0.72466024
Erica_plukenetii,82.35,2734.551408,0.72466024
Erigeron_acer,479.4775445,9581.896839,0.978674182
Erigeron_annuus,571.22,5342.440556,1.817425489
Eriobotrya_japonica,329.1913691,2890.773371,2.253065974
Eriogonum_trichopes,662.48,2542.648205,3.611206175
Eriophorum_vaginatum,310.005,4168.27534,1.768008615
Erisma_uncinatum,217.89,1296.234294,4.34134597
Erodium_cicutarium,338.5202,4601.459052,1.674859859
Erucastrum_palustre,468,2865.333333,2.157449258
Ervatamia_divaricata,682,2142.858757,3.0001004
Erycibe_obtusifolia,865.28,12758.6982,0.97092503
Eryngium_caeruleum,342.1728,8957.557508,0.894465702
Eryngium_maritimum,1007,8252.259259,1.131275922
Erysimum_cheiranthoides,202.6755556,3261.527678,1.848028344
Erysimum_perofskianum,165.62,5430.350901,1.034170743
Erysimum_subulatum,314.8795125,4167.415423,1.780258537
Erythrina_folkersii,40.5,662.7348805,4.06947526
Erythrina_indica,496.9125,5824.200016,1.126649446
Erythrochiton_brasiliensis,351.125,3495.028846,2.190864552
Erythrophleum_fordii,96.605,2410.917568,1.762650695
Eschweilera,255.38,1744.62,3.593145057
Eschweilera_apiculata,98,2164.443439,1.96764439
Eschweilera_bracteosa,78.125,1442.787548,2.613377074
Eschweilera_coriacea,121.640625,1647.520877,3.484476267
Eschweilera_parviflora,191.3470833,3228.160666,1.722224104
Eschweilera_perumbonata,128,2762.17341,1.7603231
Eschweilera_subglandulosa,364.5,2382.080274,3.275326607
Eschweilera_tenax,574.605,2758.728333,3.233830551
Esenbeckia_grandiflora,760.5,5156.659763,2.095789298
Eubotrys_racemosa,36.125,1526.375,1.729797266
Eucalyptus_albens,450,7362.5,1.221033364
Eucalyptus_blakelyi,180.5,2644.358757,2.138716252
Eucalyptus_caesia,538.722,2326.607513,3.31256362
Eucalyptus_cinerea,242,4049.845494,1.629952351
Eucalyptus_fastigata,800,3168.253968,3.205212582
Eucalyptus_globulus,713,1989.702703,1.56277112
Eucalyptus_globulus_subsp._maidenii,1682,26095.77778,0.663936892
Eucalyptus_leucoxylon,67.9778,2647.200044,1.365515317
Eucalyptus_marginata,302.526,3456.872496,1.491974039
Eucalyptus_melanophloia,450,4984.782609,1.755235461
Eucalyptus_melliodora,264.5,5833.060976,1.199410899
Eucalyptus_sideroxylon,162,3359.126761,1.625500666
Eucalyptus_staigeriana,684.5,2740.157534,3.435428247
Euclea_divinorum,233.3184,2583.583008,2.088866252
Euclea_parvifolia,392,6410.721088,1.308795137
Euclea_racemosa,5418,20223.02564,0.986486078
Euclea_undulata,2376,8987.636364,1.783736078
Eucommia_ulmoides,618.095725,6525.222128,1.852396648
Eugenia_anastomosans,119.44,765.1753846,5.424695103
Eugenia_arenaria,182,1206.888889,2.403761645
Eugenia_badia,255,5459.285714,0.729104393
Eugenia_biflora,43.71125,1215.734594,2.360632707
Eugenia_copacabanensis,304,1908.389381,2.15677135
Eugenia_cordata_var._sintenisii,264.5,866.7217195,6.465117283
Eugenia_excelsa,399,2706.590062,1.635239282
Eugenia_marchiana,70.805,1595.861667,2.270358912
Eugenia_maricaensis,195,2098.577982,1.618022827
Eugenia_monticola,141.12,4343.184933,1.191270676
Eugenia_pseudopsidium,143.65125,1443.650337,3.395522079
Eugenia_punicifolia,437,1668.263158,2.770952797
Eugenia_schottiana,418,1104.070015,3.582550189
Eugenia_selloi,460,1961.307506,2.345975546
Eugenia_sulcata,648,2293.176471,2.241025221
Eugenia_uniflora,323,1459.531194,2.593022371
Euonymus_alatus,427.70585,6135.044031,1.502735333
Euonymus_centidens,675.403,71474.66915,0.099496119
Euonymus_cornutus,432.18,8316.726387,1.068537744
Euonymus_japonicus,763.6959877,2932.217474,1.578128776
Euonymus_laxiflorus,1137.645,12486.3332,1.113296249
Euonymus_nitidus,784.08,10026.73081,1.164751358
Euonymus_phellomanus,431.0048,8315.605888,1.067364026
Euonymus_verrucosus,163.805,3837.79564,1.438272371
Eupatorium_lindleyanum,438.08,11176.32186,0.810384581
Euphorbia_antiquorum,800,8128.571429,1.424538925
Euphorbia_cyparissias,486,3375.003861,1.968391601
Euphorbia_elegans,285.64,10467.04817,0.47262431
Euphorbia_esula,335.405,4958.401247,1.555707798
Euphorbia_fusiformis,450,9966.666667,0.915775023
Euphorbia_helioscopia,400.445,8205.406979,1.045656088
Euphorbia_heterophylla,328.36,4454.40528,1.959559284
Euphorbia_heyneana,144.5,3823.753968,1.362215347
Euphorbia_hirta,321.08,3732.362029,1.968519728
Euphorbia_hylonoma,250.88,14220.90003,0.492178199
Euphorbia_hypericifolia,292.47,7498.93414,0.970233832
Euphorbia_kansui,420.5,9013.462264,0.977462646
Euphorbia_milii,264.5,7548,0.936125579
Euphorbia_milii_var._hislopii,75.8912,13871.11019,0.280883463
Euphorbia_milii_var._splendens,84.37005,9596.17206,0.426683432
Euphorbia_milli,464.64,8626.269091,0.817418735
Euphorbia_neriifolia,578,20255.33333,0.51893918
Euphorbia_pekinensis,256.7378,8489.872888,0.82378981
Euphorbia_prostrata,273.06,6822.50707,0.873392953
Euphorbia_pulcherrima,328,2794.485247,2.100501981
Euphorbia_pycnostegia,144.5,3761.75,1.383837813
Euphorbia_rothiana,420.5,9996.166667,0.885249189
Euphorbia_serpens,187.88,6181.546752,0.626405869
Euphorbia_thymifolia,162,4004.666667,1.373662535
Euphorbia_tirucalli,242,3726.253968,1.76286692
Euphorbia_tithymaloides,391.07,8660.989052,0.781204382
Euploca_polyphylla,288,5426.285714,1.335505242
Euptelea_pleiosperma,714.42,4783.106113,2.186355632
Eurya_alata,817.089,36580.06882,0.176480189
Eurya_chinensis,228.125,2261.961729,2.716201438
Eurya_ciliata,338,2273.64795,3.165592593
Eurya_distichophylla,174.845,3308.261931,1.707147733
Eurya_japonica,177.5504667,3492.366733,1.592233005
Eurya_macartneyi,149.645,2027.107286,2.527163851
Eurya_muricata,588.966,40094.51651,0.156430496
Eurya_nitida,209.7,2348.935394,2.5693213
Eurya_rubiginosa,414.8568,28140.25456,0.192071573
Eurya_velutina,186.245,2052.393908,2.741382072
Euryale_ferox,362.52,1665.877566,1.064076114
Eurycorymbus_cavaleriei,126.405,2977.257322,1.628992059
Euscaphis_japonica,425.3886,38851.90912,0.190836946
Euthamia_graminifolia,415.8728,7535.781144,1.153278223
Eutrema_parvulum,100.0896245,4592.533326,0.958716439
Eutrema_salsugineum,136.2331001,3630.214268,1.393544114
Evodia_glabrifolia,423.405,6172.901069,1.402776549
Evodia_lepta,149.645,4029.209994,1.316391619
Excoecaria_agallocha,645.9,3973.422083,2.000644113
Fagonia_arabica,206.045,2474.920147,2.407693368
Fagopyrum_esculentum,864.31,10319.90053,0.934339802
Fagus_engleriana,156.645,1363.111839,3.703356037
Fagus_grandifolia,220.5,2230.480392,2.19304927
Fagus_sylvatica,363.0378894,3762.640056,1.589950124
Falcaria_vulgaris,271.445,9074.349393,0.792749552
Fallopia_convolvulus,756.605,9124.817925,1.251775423
Faramea_occidentalis,264.5,5054.648936,1.374934445
Faramea_torquata,450,7242.307692,1.240112011
Farsetia_aegyptia,288,3457.318352,2.037599427
Fatsia_japonica,246.42,8228.156271,0.605813562
Faurea_saligna,808.0884,4482.916891,1.428257785
Ferdinandusa_elliptica,254.25125,4635.7243,1.466345009
Ficalhoa_laurifolia,414.72,3081.783497,2.619116567
Ficaria_verna,1088,11732.51282,0.552078112
Ficus,364.875,2457.649484,3.275962562
Ficus_adhatodifolia,468,3319.878788,1.898555347
Ficus_altissima,200,4678.04878,1.303707498
Ficus_asperifolia,281.1776,4644.930774,1.111703564
Ficus_aurea,368.2327542,6342.483749,1.156286499
Ficus_auriculata,157.645,4596.628504,1.312324687
Ficus_benghalensis,144.5,1839.626984,2.724430694
Ficus_benjamina,329.4624,8105.384407,0.950646655
Ficus_capreifolia,245.8562,9013.403059,0.539052531
Ficus_carica,290.331025,2381.885548,2.955519208
Ficus_caulocarpa,462.08,2386.922849,3.392946461
Ficus_citrifolia,301.7859376,3296.888578,3.679303189
Ficus_colubrinae,264.5,5723.523952,1.221351342
Ficus_cordata,780,8479.259259,0.80158929
Ficus_curtipes,91.125,4294.839912,0.978734556
Ficus_elastica,986,5210.581197,1.540621056
Ficus_elasticoides,946.5984,26831.17938,0.322271343
Ficus_exasperata,165.1588,3636.262457,1.772916593
Ficus_fistulosa,269.12,3175.592367,2.14156533
Ficus_heterophylla,144.5,1693.735294,2.940655353
Ficus_hirta,147.92,2675.343693,1.937194871
Ficus_hispida,144.5,1753.033207,2.848759873
Ficus_hookeriana,78.125,5130.208333,0.763145853
Ficus_ingens,219.8697,4542.035062,1.282298756
Ficus_insipida,512,8337.557522,1.149806418
Ficus_laurifolia,456.1362,4543.8638,1.358284275
Ficus_lutea,514.6281,4363.42068,1.420347652
Ficus_microcarpa,120.125,2428.29498,1.934002377
Ficus_mucuso,311.7015,8091.659845,0.68386297
Ficus_natalensis,502.3872,7830.946133,0.890377728
Ficus_natalensis_subsp._leprieurii,478.464,12679.43074,0.52473302
Ficus_nervosa,154.4985,1978.425745,2.24353684
Ficus_nymphaeifolia,453.6313667,7141.49613,1.017128569
Ficus_obtusifolia,588.1141,5713.168179,1.363098029
Ficus_ottoniifolia,513.8432,7889.518145,0.761923515
Ficus_pertusa,434.2809,8035.364376,1.22248579
Ficus_polita,420.308,10449.25722,0.585924588
Ficus_populifolia,322.9368,7613.571137,0.815497774
Ficus_pumila,246.092125,9451.265079,0.894473924
Ficus_racemosa,180.5,1657.735294,3.286614806
Ficus_religiosa,242,3664.25,1.790848934
Ficus_repens,250.75,2880.995298,1.226510134
Ficus_retusa,384.1992,6465.115868,1.286892852
Ficus_sagittifolia,295.8428,4033.161529,1.110634065
Ficus_semicordata,115.52,1466.758481,3.054618467
Ficus_sur,179.3239,3594.261006,1.519943505
Ficus_thonningii,384.0553,10485.50992,0.612044511
Ficus_tinctoria_subsp._gibbosa,192.08,7160.861176,0.84760066
Ficus_trigonata,567.378,6107.001739,1.275230639
Ficus_tsjakela,378,1859.136465,2.335847982
Ficus_umbellata,603.2937,10890.95917,0.742684347
Ficus_vallis-choudae,211.8006,9992.281033,0.442801601
Ficus_variegata,111.005,1911.239692,2.342873667
Ficus_variolosa,200.20005,1960.840707,2.944289008
Ficus_vasculosa,186.4816667,5164.159283,1.309131134
Ficus_yoponensis,84.5,4207.345494,0.963153662
Filago_pyramidata,292.5054845,8444.934446,0.880225829
Filipendula_intermedia,480.655025,6808.240353,1.352590472
Filipendula_palmata,249.7733,4826.689838,1.529301457
Filipendula_vulgaris,282.03125,2228.639099,3.007947328
Firmiana_simplex,233.3029884,1975.444343,2.859628376
Fleurya_interrupta,162,5519.818182,1.007352526
Florestina_pedata,162.18005,1564.935667,3.315801955
Flourensia_cernua,338,8921.259259,1.185385656
Flourensia_thurifera,242,7420.835249,0.912913226
Floydia_praealta,345.845,2721.639663,2.726274964
Flueggea_virosa,180.5,2423.666667,2.319963392
Fockea_capensis,155.76125,14485.52718,0.383320212
Fockea_edulis,102.5312,9131.079142,0.493137219
Fordia_splendidissima,88.85,3171.790539,1.300464129
Fouquieria_columnaris,271.67805,14369.61038,0.506243295
Fouquieria_digitata,206.24805,12293.75195,0.516649742
Fragaria_orientalis,106.58,4908.465135,0.925708639
Fragaria_vesca,188.620625,3297.643645,1.796338592
Frangula_alnus,348.0454419,3533.091225,2.228156481
Frangula_californica,359.415,2856.019084,1.965832902
Frangula_crenata,461.5632,84935.5333,0.135605811
Fraxinus_americana,258.4043052,7187.544931,1.336530577
Fraxinus_angustifolia_subsp._oxycarpa,588,1078.666667,4.472210601
Fraxinus_chinensis_subsp._rhynchophylla,474.32,3761.173435,2.312293777
Fraxinus_excelsior,381.3754703,5304.467031,1.719214875
Fraxinus_insularis,628.4976,61291.00704,0.1415504
