species,s,alpha,g
Buphthalmum_salicifolium,841.5,15894.35885,0.552288351
Bupleurum_chinense,99.2025,5538.278299,0.834738473
Bupleurum_euphorbioides,141.12,5172.093963,1.005421767
Bupleurum_falcatum,184.32,7710.209091,0.773341481
Bupleurum_gerardii,155.9378,5884.168506,0.929699128
Bupleurum_longiradiatum,202.13,5398.816614,1.154830462
Bursaria_incana,896,2540.426117,2.292264374
Bursaria_spinosa,504,1996,2.363159149
Bursaria_tenuifolia,625,4780.405405,1.058791961
Bursera_laxiflora,75.8912,3604.638796,1.064379871
Bursera_microphylla,107.31125,8109.615619,0.566923565
Bursera_simaruba,148.634881,2347.409262,2.290634042
Butea_monosperma,526.5952,77.74395513,13.42624691
Buxus_sempervirens,826.7769794,5822.991947,1.615434326
Byrsonima_aerugo,561.125,1661.097222,4.793509888
Byrsonima_crassifolia,418.2699645,3581.730036,2.299215365
Cabomba_caroliniana,636.66,14288.71313,0.166973989
Caesalpinia_bonduc,423.591,734.7548821,6.643802607
Caesalpinia_pumila,149.9912,6828.375862,0.789206012
Calamus,244.205,2112.618003,2.981683982
Calamus_rhabdocladus,190.125,1551.125218,3.560981639
Calathea,364.5,15020.11538,0.558050405
Calathea_bachemiana,542.5218,20290.81153,0.502760488
Calathea_zebrina,497.3858,10613.72531,0.902610757
Calendula_arvensis,1006.65845,16549.52133,0.812685211
Calicarpa_americana,72,2755.98786,1.349273566
Calliandra,84.5,3001.919753,1.339320972
Calliandra_eriophylla,56.8178,2856.086365,1.163663239
Calliandra_umbellifera,325.008,254.164941,10.61936021
Callicarpa_americana,112.5,4538.662791,0.931238006
Callicarpa_macrophylla,150.7038,2624.298975,1.911300315
Callicarpa_nudiflora,95.22,1525.525543,2.707450699
Callicarpa_tomentosa,100.4692,3490.710862,1.696941933
Callipeltis_cucullaris,605.17205,7551.434802,1.356254542
Callisia_soconuscensis,2903.22,44715.82762,0.508827497
Callistemon_laurifolia,338,2432.083102,2.984536239
Callistemon_rigidus,612.5,3248.503861,2.882465481
Calluna_vulgaris,434.7333401,2864.553695,3.032019117
Calophyllum_brasiliense,584.5416667,3650.812229,2.747192579
Calophyllum_ferrugineum,403.56405,6791.198163,1.255599388
Calophyllum_gracilipes,354.3122,9301.92573,0.876589773
Calophyllum_longifolium,301.6768634,1867.386673,4.203578596
Calothamnus_quadrifidus,145.92265,3714.046644,1.554028229
Calothamnus_sanguineus,191.0909,3568.307596,1.380595048
Calotropis_gigantea,162,12338,0.457887512
Caltha_palustris,1657.756094,18626.14597,0.854050624
Calycogonium_squamulosum,128,1690.181818,2.79820146
Calycorectes,234.76,1592.099776,3.706345025
Calyptranthes_krugii,450,2775.806452,2.957190179
Calyptranthes_rigida,75.645,4709.043995,0.817424602
Camelina_sativa,412.8022222,6436.512846,1.333936554
Camellia_chekiangoleosa,781.1486,75322.35216,0.092034174
Camellia_fraterna,1316.4552,90679.86495,0.117947226
Camellia_japonica,480.5,7519.5,1.232162575
Camellia_oleifera,567.3526,39713.69829,0.595094537
Camellia_salicifolia,521.645,7315.345596,1.310537654
Camellia_sasanqua,200,13133.33333,0.476966158
Campanula_armena,323.34245,4683.667364,1.614969126
Campanula_glomerata,540.5472,5034.210298,1.875435512
Campanula_pallida,703.2844,4846.72115,1.42630687
Campanula_patula,357.3355556,4999.807302,1.586778081
Campanula_persicifolia,528.9378125,3107.425824,2.844109453
Campanula_punctata,183.36125,5040.480363,1.165668564
Campanula_rapunculoides,450,3708.004158,2.29420722
Campanula_sibirica_subsp._hohenackeri,446.4072,5606.861565,1.569592601
Campanula_stevenii,597.1968,6248.835924,1.605207092
Campanula_trachelium,564.48,7632.241311,1.353598732
Camptotheca_acuminata,255.38,4641.779647,1.467440441
Campylotropis_macrocarpa,320.045,5593.615556,1.360380617
Canarium_album,116.5662667,1120.923418,4.113789825
Canarium_pimela,111.005,1106.132293,3.892628928
Canavalia_lineata,621.4663,6699.177917,1.005553906
Canna_indica,380.05245,8794.259477,0.95556354
Canna_tuerckheimii,480,7853.333333,1.807532592
Cannabis_sativa,249.922,2050.29639,3.090607153
Canthium_parvifolium,142.805,2305.774824,2.194667562
Capparidastrum_osmanthum,273.78,4170.664444,1.674151215
Capparis_amplissima,253.125,3630.370146,1.842281785
Capparis_baducca,144.5,17399.35965,0.308120138
Capsella_bursa-pastoris,264.1486,4655.519204,1.620661474
Capsicum_annuum,371.18888,4526.623967,1.665130905
Capsicum_baccatum,238.3057,2707.215728,2.356872115
Caragana_korshinskii,81.92,3414.583497,1.164051807
Caragana_microphylla,59.405,2223.700023,1.518087888
Caragana_pygmaea,59.405,3603.598663,0.946205464
Caraipa_richardiana,392.5,3613.910256,2.222662296
Carallia_brachiata,292.82,4623.600846,1.565173987
Carapa_guianensis,800,8290.909091,1.39910073
Cardamine_amara,279.2672222,5805.925476,1.234943111
Cardamine_bulbifera,478.95125,9090.42674,1.02842648
Cardamine_leucantha,69.797225,4846.623621,0.764154159
Cardiocrinum_cathayanum,2723.22,23386.44057,0.898775949
Carduus_pycnocephalus,480.5,4077.385141,2.162691751
Carduus_seminudus,593.0568,7312.08154,1.385319588
Carduus_thoermeri,302.58,2645.533208,2.653305501
Cardwellia_sublimis,320.045,3712.213065,1.995117641
Carex,729.62,7446.994881,1.485546077
Carex_arenaria,957,10807.70588,0.688913939
Carex_bostrychostigma,929.2361,22589.11341,0.582864537
Carex_cryptostachys,547.805,7919.595508,1.243008785
Carex_dimorpholepis,1352,5936.629738,2.268578238
Carex_distans,772.245,7561.088333,1.499581601
Carex_divisa,549.46125,7366.314892,1.331638478
Carex_divulsa,643.6872,6361.076039,1.628753194
Carex_duriuscula,120.125,4404.761878,1.089231716
Carex_forficula,752.55775,20463.77758,0.727695608
Carex_halleriana,565.48845,6773.422456,1.457107383
Carex_ivanoviae,486.72,2997.600557,2.847297177
Carex_laxa,262.205,3916.649994,1.742506824
Carex_liparocarpos,539.8898,6036.029185,1.588939684
Carex_moorcroftii,541.205,4587.000128,2.039984258
Carex_nigra,366.1218,5211.123041,1.54278138
Carex_pallescens,512,6212.045186,1.51326735
Carex_pediformis,59.405,1347.064761,2.464293352
Carex_pilosa ,911.4413125,7597.681921,1.617231854
Carex_polystachya,840.5,8963.421569,1.329781648
Carex_siderosticta,1375.679263,12608.94679,1.555612811
Carissa_spinarum,590.5,4586.267677,1.55718318
Carissa_tetramera,331.5,1541.159176,2.568246771
Carnarvonia_araliifolia,760.5,6136.051724,1.798162416
Carpesium_divaricatum,521.645,5747.947476,1.638172067
Carpinus_betulus,647.2906415,4823.629789,1.533498559
Carpinus_caroliniana,110.66125,3486.812263,1.52081768
Carpinus_orientalis,273.963,2465.763027,1.918280716
Carpinus_viminea,410.7732,24201.5822,0.223368243
Carruanthus,264.0402,85206.04527,0.085493322
Carthamus_lanatus,374.55845,3695.44562,2.138337541
Carum_carvi,374.4763445,3083.338317,2.516644013
Carvalhoa_campanulata,315,6351.666667,0.858508922
Carya_alba,265.5965,3591.95344,1.695580104
Carya_cordiformis,185.8371889,2432.288843,2.774912869
Carya_glabra,162,2458.407735,2.184237902
Carya_illinoinensis,220.900025,1987.300459,3.631534863
Carya_ovata,227.5,2938.941856,2.051761671
Caryota_maxima,981.245,10216.96329,1.257915568
Caryota_mitis,596.4084,1655.843852,4.693976565
Caryota_urens,778.18,12778.43882,1.008362572
Cascabela_thevetia,432,1472.761905,4.204465035
Casearia_guianensis,96.605,1903.395,2.209943199
Casearia_javitensis,277.0525,2914.436862,2.55184844
Casearia_nitida,364.5,6778.357143,1.201954718
Casearia_velutina,114.005,2709.258693,1.700676892
Cassia_fistula,191.5123996,3245.85773,2.536913643
Cassia_pruinosa,180.1202,16486.54647,0.362112707
Cassia_sieberiana,313.2161956,4936.127636,1.516101892
Cassia_sophera,344.6366,170.1904181,12.22532232
Cassia_sturtii,75.8912,9604.65091,0.404675895
Cassine_peragua,76.125,1870.691007,2.000078089
Castanea_dentata,542.2334711,2345.046728,2.321084429
Castanea_pumila,200,1360.062402,4.076470764
Castanea_sativa,479.5328695,4391.957141,2.136100912
Castanopsis_carlesii,319.3213,11744.98803,1.464113986
Castanopsis_chinensis,285.7210167,2491.191961,2.364947325
Castanopsis_cuspidata,371.6016667,1779.899559,3.099053091
Castanopsis_echinocarpa,175.5938,1959.789501,2.790551559
Castanopsis_eyrei,423.9145667,14360.5881,1.289553369
Castanopsis_faberi,194.6125,2175.171793,2.750827591
Castanopsis_fargesii,395.1181,17463.53559,1.994103576
Castanopsis_fissa,269.0364,1972.884615,3.206739647
Castanopsis_hystrix,231.125,3350.536891,1.908754969
Castanopsis_jucunda,154.88,2594.638834,2.035411742
Castanopsis_remotidenticulata,338,1205.924656,5.354803662
Castanopsis_tibetana,477.7322,20123.83352,0.270006244
Castanopsis_wattii,218.19605,2677.668655,2.293804915
Catalepidia_heyana,292.82,2648.356471,2.616318365
Catalpa_speciosa,312.5,2156.635802,4.881143566
Catharanthus_pusillus,513,1044.632399,4.757823925
Catharanthus_roseus,594,1839.090024,2.834404178
Catunaregam_spinosa,295.245,6371.421667,1.159027764
Caucalis_platycarpos,346.7134445,4083.946724,1.889853786
Caulophyllum_robustum,692.8025,12736.18544,0.858122534
Caulophyllum_robustum ,1065.1453,9273.203497,1.699929932
Cayratia_japonica,269.1625,9189.198151,0.792429985
Cayratia_oligocarpa,571.22,13673.79425,0.754484147
Ceanothus_oliganthus,146.1295,5503.588014,1.046129864
Ceanothus_spinosus,236.67,2580.231408,1.564992132
Cecropia_obtusifolia,144.5,6897.753521,0.767597537
Cecropia_peltata,162,1838,2.861796948
Cecropia_sciadophylla,143.41,922.2296931,5.44418712
Celtis,112.5,834.469697,5.036762628
Celtis_australis_subsp._caucasica,213.4178,1133.564959,4.877132866
Celtis_laevigata,162,1111.88535,5.909410211
Celtis_occidentalis,198.25,2446.753312,2.780684219
Celtis_pallida,166.2389,3790.780594,1.878453371
Celtis_sinensis,107.6896796,1103.957925,4.064258932
Celtis_tenuifolia,165.2892562,4912.835744,1.138492647
Cenarrhenes_nitida,561.125,4200.779762,2.236971281
Centaurea_aziziana,287.76005,5885.079456,1.235781158
Centaurea_diffusa,330.245,5668.55524,1.362275763
Centaurea_jacea,564.48,6296.583465,1.557199113
Centaurea_macrocephala,318.0242,5206.837678,1.451509772
Centaurea_reflexa_subsp._sosnovskyi,3.841992,6318.469445,0.13941633
Centaurea_rhizantha,339.30125,3856.561629,1.974161815
Centaurea_solstitialis,146.8898,4937.769782,1.071877716
Centrolobium_paraense,226.845,1439.821667,4.063751666
Cephalanthera_damasonium,970.6418,18252.73382,0.728804671
Cephalanthera_kurdica,1194.13845,11478.52661,1.226226477
Cephalanthus_tetrandra,340.605,2271.04295,3.177767949
Cephalaria_hirsuta,870.69645,10782.95697,1.138629925
Cephalophyllum,138.61125,23842.2041,0.220773326
Cerastium_fontanum_subsp._vulgare,648,10221.56522,1.053141277
Cerastium_glomeratum,868.7225,12285.07589,1.009734177
Cerastium_nutans,837,10526.63636,0.673165834
Cerastium_szowitsii,623.045,7069.262692,1.459198466
Ceratonia_siliqua,224.04,5220.096105,1.292160217
Ceratostigma_plumbaginoides,243,9657.990099,0.996307167
Cercidiphyllum_japonicum,510.0530351,2393.961758,3.001405416
Cercidium_floridum_subsp._peninsulare,40.41005,5270.264406,0.538277614
Cercidium_microphyllum,107.31125,6789.240474,0.675463574
Cercis_canadensis,153.25,3567.373668,1.920742324
Ceriops_decandra,326.6,4390.381132,1.420709165
Cestrum_bigibbosum,312.5,9396.237864,0.818791905
Cestrum_diurnum,332.82,7129.866567,1.099311601
Cestrum_elegans,850,5999.315068,0.995604475
Chaenomeles_speciosa,407.2658,5117.596078,1.642588774
Chaerophyllum_aureum,228.33845,2832.573702,2.219984608
Chaetocarpus_globosus,43.71125,3773.082643,0.778949331
Chaetocarpus_schomburgkianus,1200.5,10704.2619,1.308795137
Chamaecrista_kirkii,336.1344538,6264.525612,1.249051808
Chamaecrista_mimosoides,292.8444105,6307.815656,1.165849275
Chamaecrista_rotundifolia,261.0134963,4828.045028,1.427596062
Chamaedorea_schiedeana,450,12370.51282,0.744067206
Chamaedorea_tepejilote,420.5,4898.648936,1.733612996
Chascanum_marrubiifolium,444.383,4643.122088,1.981365829
Cheiranthera_filifolia,1260,9729.010989,0.945877207
Cheiranthera_linearis,1408,3137.454545,2.615561219
Chelidonium_majus,429.245,10020.07579,0.891611918
Chenopodium_album,502.3525,8273.246442,1.141387171
Chilopsis_linearis,264.0402,7735.9598,0.913390193
Chimarrhis_microcarpa,167.84,3068.527651,1.875006963
Chimonanthus_nitens_var._salicifolius,869.9136,36794.86983,0.186863561
Chionanthus_compactus,60.5,1805.171642,1.874794978
Chionanthus_salicifolius,76.16666667,6865.759955,0.568649653
Chionanthus_virginicus,288,5772.606061,2.014304385
Chloranthus_angustifolius,1694,18843.59175,0.63851835
Chloranthus_elatior,1664.076667,19420.66293,0.387380606
Chloranthus_fortunei,1745.37,33748.46874,0.347922199
Chloranthus_henryi,1487.61,11630.07604,1.139948897
Chloranthus_japonicus,1485.186667,17457.72216,0.576739037
Chloranthus_nervosus,1362.55,10021.8632,0.562319443
Chloranthus_oldhamii,1454.64,20175.47398,0.58026368
Chloranthus_serratus,1414.153333,14295.83816,0.522093565
Chloranthus_sessilifolius,1639.94,14457.57479,0.850606256
Chloranthus_spicatus,1283.218333,10833.9546,0.875874517
Chondrodendron_platyphyllum,270,2855,1.454392573
Chondrodendron_tomentosum,270,2628.550725,1.568016992
Christolea_crassifolia,417.605,10946.03136,0.808680222
Chrozophora_oblongifolia,255.38,1370.63626,4.41956842
Chrozophora_plicata,312.5,2663.690476,2.671010485
Chrozophora_rottleri,351.04,2859.507504,2.373690947
Chrozophora_tinctoria,294.7933333,4173.522909,1.949669313
Chrysobalanus_icaco,173.0902367,4716.27449,1.214697498
Chrysophyllum,124.82,6125.18,0.803846965
Chrysophyllum_argenteum_subsp._auratum,277.7525,1468.279246,4.869824473
Chrysosplenium_flagelliferum,873.62,4351.040397,2.543984857
Chrysosplenium_lectus-cochleae,871.53125,4352.310363,2.54134008
Chrysosplenium_macrophyllum,1062.605,6226.024738,2.011181861
Chrysosplenium_sinicum,144.5,15529.48119,0.34487833
Cicer_arietinum,408.250625,3226.594701,4.954346095
Cicer_reticulatum,316.5128,6801.938225,1.12388388
Cichorium_endivia,274.385,6223.328006,1.464130614
Cichorium_intybus,198.005,2160.374322,2.683092991
Cicuta_virosa,355.3778,5095.401661,1.555241516
Cinnamomum_camphora,335.3483403,2597.026162,2.815382211
Cinnamomum_cassia,92.7522,1764.189046,2.332250804
Cinnamomum_micranthum,291.3698,2050.276377,3.278025281
Cinnamomum_porrectum,350.998025,4029.35637,2.009178158
Cinnamomum_subavenium,293.412,24108.73539,0.219679029
Cinnamomum_tenuifolium,144.5,2208.441176,2.297386994
Cinnamomum_validinerve,132.845,1956.582497,2.480599235
Circaea_cordata,320.142725,10591.97529,0.721259082
Cirsium_arvense,477.405,7497.076659,1.232118058
Cirsium_echinus,332.82,2875.393025,2.557130045
Cirsium_osseticum,205.071752,2785.35887,2.153428687
Cissus_alata,322.58,13190.93351,0.467396954
Cissus_trifoliata,107.31125,26002.34932,0.178415551
Cistanthe_ambigua,239.805,9760.195,0.696370591
Cistanthe_celosioides,208.925,7892.701807,0.817551793
Cistanthe_cymosa,141.62,10337.63608,0.755101024
Cistanthe_fenzlii,315.005,4611.103374,1.620190443
Cistanthe_grandiflora,624.8425,37780.9546,0.297595085
Cistanthe_lingulata,453.005,4473.103374,1.942937543
Cistanthe_longiscapa,121.68,8573.972174,0.570451525
Cistanthe_parryi,372.645,6571.799444,1.250032907
Cistanthe_picta,180.5,3819.5,1.510392834
Cistanthe_quadripetala,348.48,6020.946752,1.317952888
Cistanthe_salsoloides,307.52,14185.23362,0.544122993
Cistanthe_umbellata,283.22,3883.446667,1.81628713
Cistus_albidus,360.7022518,6363.224129,1.270172722
Cistus_libanotis,1543.4568,15697.92251,1.024675937
Citharexylum_macrophyllum,312.5,4978.505291,1.502443398
Citharexylum_montevidense,117.3512,7197.937754,0.665922343
Citharexylum_spinosum,402.5023,3667.50177,2.254584553
Citriobatus_pauciflorus,700,2897.122302,1.895740027
Citrullus_colocynthis,220.5,1645.171642,3.579154049
Citrus_aurantiifolia,230.48045,1981.908931,3.085792975
Citrus_limon,158.42,809.634211,5.846778355
Citrus_reticulata,242,2110.941176,2.973089051
Citrus_sinensis,173.902225,2154.174162,2.54211197
Cladrastis_delavayi,210.125,3351.128561,1.830405328
Clarisia_biflora,12.5,414.1211604,3.726695581
Clarisia_racemosa,220.5,688.5909091,7.345278833
Clathrotropis,364.5,12135.5,0.686831267
Clausena_anisata,233.28,4291.606878,1.517897101
Clausena_lenis,178.605,2411.39759,2.320373583
Claytonia_sibirica,1346.805,20535.03307,0.754188428
Cleistanthus_baramicus,110.2725,4573.322317,1.055192231
Cleistanthus_collinus,529.2,5881.05641,1.139107574
Clematis_brevicaudata,691.92,8260.631477,1.321272572
Clematis_hexapetala,630.125,7408.460209,1.404251965
Clematis_integrifolia,907.38,6184.818582,1.909963283
Clematis_koreana,498.33245,9147.65964,1.040696244
Clematis_macropetala,877.805,13367.20925,0.935292479
Clematis_otophora,677.12,9117.199295,1.194730271
Clematis_viticella,1040,6002.253521,1.617372041
Cleome_droserifolia,356.445,15268.555,0.543359847
Clerodendrum_fortunatum,310.005,5603.655556,1.338872623
Clethra_alnifolia,55.125,6611.541667,0.500814466
Clethra_fargesii,508.805,7089.979195,1.334882007
Clethra_occidentalis,212.18,9991.901633,0.641932853
Cleyera_albopunctata,684.5,2886.928571,3.294246264
Cleyera_japonica,574.6686272,27627.98693,1.160238281
Cleyera_theoides,63.845,5400.635874,0.657545545
Clidemia_plumosa,684.5,586.1480305,9.259185036
Clinopodium_chinense,567.845,5963.833641,1.640595055
Clinopodium_vulgare,262.205,4715.148044,1.462963001
Clintonia_udensis,2590.5602,21793.73631,0.938637538
Clitandra_cymulosa,320,2864.713376,1.619031411
Clitoria_ternatea,328.0662,1061.981062,5.076696696
Clusia,707.1666667,10319.60892,1.396765003
Clusia_alata,394.4649154,8907.860666,1.070094251
Clusia_aripoensis,509.2899955,7427.217941,1.14568789
Clusia_clusioides,648,5001.717514,2.026152239
Clusia_criuva,515.205,4890.200405,1.888309019
Clusia_flava,450,2850.330033,2.890414917
Clusia_grandiflora,556.8718899,6911.388006,1.921936356
Clusia_havetioides,220.5,5461.318182,1.175244613
Clusia_hilariana,638.658261,12874.85525,0.98196473
Clusia_lanceolata,281.821193,7515.449762,1.910374908
Clusia_minor,404.90375,4672.711445,1.477919095
Clusia_multiflora,448.9036537,8025.672618,0.572186871
Clusia_rosea,732.0945504,7822.710049,1.395153787
Clusia_tocuchensis,356.4363871,6082.299045,1.419346407
Clusia_uvitana,118.4137546,6985.295338,0.744809216
Clypeola_jonthlaspi,206.65445,5061.216803,1.22715249
Coccoloba,357.1460417,4305.268028,1.847356175
Coccoloba_barbadensis,544.5,7031.257576,1.385109723
Coccoloba_diversifolia,187.8816568,7449.893391,0.807024338
Coccoloba_manzinellensis,138.880917,1589.74003,4.170397677
Coccoloba_uvifera,569.8121302,7709.606418,1.291612674
Cocculus_orbiculatus,108.045,3235.318424,1.398073663
Codiaeum_variegatum,698.64,2726.017534,2.052255946
Coffea_arabica,609.005,7203.495,1.420468814
Coffea_stenophylla,426.32,6518.124444,1.337031534
Colchicum_autumnale,504,20772.59574,0.2776712
